Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	RefSeq peptide ID
ENSDARG00000041797	ENSDART00000061256	ENSDARP00000061255	cx28.9		Q5TYN9	NP_001007325
ENSDARG00000041736	ENSDART00000061173	ENSDARP00000061172	hsdl1	A5WWC6		NP_001008607
ENSDARG00000038378	ENSDART00000149079	ENSDARP00000123973	sagb		F8W470	
ENSDARG00000038378	ENSDART00000149029	ENSDARP00000124474	sagb		F8W374	
ENSDARG00000038378	ENSDART00000149361	ENSDARP00000124955	sagb		F8W5W2	
ENSDARG00000038378	ENSDART00000157750	ENSDARP00000139166	sagb		A0A0R4ISJ7	
ENSDARG00000038378	ENSDART00000055995	ENSDARP00000055994	sagb		F1QZZ4	NP_001028921
ENSDARG00000038577	ENSDART00000056319	ENSDARP00000056318	cox6c		Q6ZM23	NP_001191053
ENSDARG00000110118	ENSDART00000181147	ENSDARP00000147514	zdhhc2		A0A2R8RKS8	NP_001013510
ENSDARG00000109212	ENSDART00000185226	ENSDARP00000150170	BX088692.1		A0A2R8QE77	
ENSDARG00000115595	ENSDART00000188669	ENSDARP00000146198	BX322584.1		A0A2R8PYI7	
ENSDARG00000113014	ENSDART00000160995	ENSDARP00000137116	prox3		A0A0R4IRB6	NP_001165058
ENSDARG00000111754	ENSDART00000180954	ENSDARP00000144741	BX005335.2		A0A2R8RHH7	
ENSDARG00000109395	ENSDART00000191228	ENSDARP00000155084	AL772141.1		A0A2R8RX60	
ENSDARG00000114141	ENSDART00000187694	ENSDARP00000145842	CABZ01083546.1		A0A2R8RIN9	
ENSDARG00000109395	ENSDART00000190638	ENSDARP00000144817	AL772141.1		A0A2R8RPG6	
ENSDARG00000113556	ENSDART00000180940	ENSDARP00000147808	BX530719.1		A0A2R8Q430	
ENSDARG00000109395	ENSDART00000180229	ENSDARP00000150816	AL772141.1		A0A2R8QCT4	
ENSDARG00000114188	ENSDART00000184755	ENSDARP00000145751	CT573469.1		A0A2R8PXH7	
ENSDARG00000109805	ENSDART00000192994	ENSDARP00000153649	arfip2b		Q567G5	NP_001017649
ENSDARG00000112598	ENSDART00000193317	ENSDARP00000153437	stx5a		Q6DG84	NP_001002333
ENSDARG00000114955	ENSDART00000183078	ENSDARP00000147811	tmppe		A0A2R8Q4R8	NP_001073512
ENSDARG00000112629	ENSDART00000187582	ENSDARP00000150389	ablim1b		A0A2R8RQ55	
ENSDARG00000109784	ENSDART00000111157	ENSDARP00000102004	si:ch211-112f3.4		E7F2F0	
ENSDARG00000112414	ENSDART00000182480	ENSDARP00000154969	pth2ra		A0A2R8RX00	NP_571452
ENSDARG00000098719	ENSDART00000157606	ENSDARP00000139780	METTL23		A0A0G2L4U4	
ENSDARG00000099541	ENSDART00000166271	ENSDARP00000132772	CABZ01086734.1		A0A0G2KKB2	
ENSDARG00000115213	ENSDART00000184300	ENSDARP00000148902	tm9sf2		B0S5D9	NP_997893
ENSDARG00000115632	ENSDART00000186834	ENSDARP00000145901	mbl2		A0A2R8PXW9	NP_571645
ENSDARG00000113911	ENSDART00000175331	ENSDARP00000143786	poln		A0A286Y9F7	NP_001093496
ENSDARG00000112026	ENSDART00000193277	ENSDARP00000151148	CR556715.1		A0A2R8QGI5	
ENSDARG00000115735	ENSDART00000184921	ENSDARP00000156298	exosc6	Q6P0I8	B2GQ67	NP_001018322
ENSDARG00000115695	ENSDART00000184770	ENSDARP00000149906	BX248117.1		A0A2R8Q6X1	
ENSDARG00000110513	ENSDART00000179710	ENSDARP00000149464	gpc1a		V5JE91	NP_001032450
ENSDARG00000115058	ENSDART00000193792	ENSDARP00000153827	aktip	Q7ZYX1		NP_001307253
ENSDARG00000115058	ENSDART00000193792	ENSDARP00000153827	aktip	Q7ZYX1		NP_001307255
ENSDARG00000111151	ENSDART00000187723	ENSDARP00000152384	dnaja3a		Q7ZUW0	NP_958470
ENSDARG00000114657	ENSDART00000186277	ENSDARP00000148531	slc16a5a		E7FB53	
ENSDARG00000112494	ENSDART00000189993	ENSDARP00000147153	cfap52		A0A2R8RKB7	NP_001018475
ENSDARG00000110312	ENSDART00000168839	ENSDARP00000131867	cftr		A0A0R4ID63	NP_001038348
ENSDARG00000113656	ENSDART00000087842	ENSDARP00000082275	nxt2		F1QNZ5	NP_001299841
ENSDARG00000105086	ENSDART00000163260	ENSDARP00000134320	CABZ01079005.1		A0A0G2KPL0	
ENSDARG00000105086	ENSDART00000182576	ENSDARP00000155203	CABZ01079005.1		A0A2R8RXC4	
ENSDARG00000116323	ENSDART00000187220	ENSDARP00000156638	AL953878.1		A0A2R8QSZ2	
ENSDARG00000113739	ENSDART00000190260	ENSDARP00000156955	CABZ01055489.1		A0A2R8QTX5	
ENSDARG00000114674	ENSDART00000193054	ENSDARP00000155133	mpped2		Q7ZUB6	NP_956336
ENSDARG00000112828	ENSDART00000191215	ENSDARP00000153995	mtpap		E7FEW2	
ENSDARG00000112897	ENSDART00000180212	ENSDARP00000150533	bbip1	Q1L8Y6		NP_001159595
ENSDARG00000114185	ENSDART00000186567	ENSDARP00000150910	wdr44		A0A2R8Q967	NP_001093508
ENSDARG00000110082	ENSDART00000193014	ENSDARP00000147009	fstb		Q2PMI4	NP_001034720
ENSDARG00000110082	ENSDART00000193014	ENSDARP00000147009	fstb		Q2PMI4	NP_001103301
ENSDARG00000115553	ENSDART00000181731	ENSDARP00000149166	BX248083.1		A0A2R8Q558	
ENSDARG00000109282	ENSDART00000165621	ENSDARP00000135892	zgc:136870		A0A0R4IKK2	
ENSDARG00000115855	ENSDART00000185515	ENSDARP00000156566	etv4		F1RD02	NP_571500
ENSDARG00000109282	ENSDART00000181314	ENSDARP00000148576	zgc:136870		Q29RA9	NP_001034922
ENSDARG00000115994	ENSDART00000190381	ENSDARP00000155503	BX322542.1		A0A2R8QM24	
ENSDARG00000109954	ENSDART00000192530	ENSDARP00000152391	fibcd1		A0A2R8QF09	NP_001122015
ENSDARG00000111658	ENSDART00000185463	ENSDARP00000155055	gria1b		A0A2R8QQ88	NP_991293
ENSDARG00000116270	ENSDART00000185343	ENSDARP00000144679	BX950214.1		A0A2R8PV18	
ENSDARG00000114016	ENSDART00000187619	ENSDARP00000156402	BX901956.2		A0A2R8QLT4	
ENSDARG00000113088	ENSDART00000189222	ENSDARP00000147585	cxcl12b		Q6V9B5	NP_932334
ENSDARG00000113088	ENSDART00000189222	ENSDARP00000147585	cxcl12b		Q6V9B5	NP_001307343
ENSDARG00000114707	ENSDART00000187259	ENSDARP00000151779	slc41a1		E7EXX2	
ENSDARG00000114415	ENSDART00000183466	ENSDARP00000152841	prepl		A0A2R8QIM0	NP_001139088
ENSDARG00000114074	ENSDART00000193297	ENSDARP00000148863	ablim3		A0A2R8Q6Y4	NP_001074067
ENSDARG00000114979	ENSDART00000181098	ENSDARP00000154792	rgs5a		Q7T2D3	NP_956256
ENSDARG00000117160	ENSDART00000186213	ENSDARP00000154280	CABZ01034596.1		A0A2R8QNK4	
ENSDARG00000111092	ENSDART00000188700	ENSDARP00000149540	scin		A0A2R8QCV2	NP_001038583
ENSDARG00000114074	ENSDART00000180736	ENSDARP00000145676	ablim3		A0A2R8RIH9	
ENSDARG00000099719	ENSDART00000167370	ENSDARP00000134070	cdkn1d		A0A0R4IIK7	
ENSDARG00000112177	ENSDART00000179689	ENSDARP00000147008	zgc:153219		A0A2R8Q783	NP_001070049
ENSDARG00000112726	ENSDART00000185843	ENSDARP00000146452	faah2b		A0A2R8PZX1	
ENSDARG00000112726	ENSDART00000180418	ENSDARP00000151437	faah2b		F1QM44	NP_001070930
ENSDARG00000109489	ENSDART00000185582	ENSDARP00000153272	smtnl		A0A2R8QH31	NP_997970
ENSDARG00000116292	ENSDART00000190789	ENSDARP00000157577	cul5a		F1REN0	NP_001314988
ENSDARG00000116659	ENSDART00000183440	ENSDARP00000146515	adsl		A0A2R8RJH3	NP_956193
ENSDARG00000115380	ENSDART00000191452	ENSDARP00000148425	pskh1		A5WVQ5	NP_001018546
ENSDARG00000112302	ENSDART00000187667	ENSDARP00000146831	pou3f1	Q90482		NP_571236
ENSDARG00000112595	ENSDART00000183965	ENSDARP00000152041	antxr2b		A0A2R8QGB2	NP_001096038
ENSDARG00000104013	ENSDART00000168373	ENSDARP00000133353	CABZ01024856.1		A0A0G2KLW9	
ENSDARG00000115025	ENSDART00000177935	ENSDARP00000144155	bmpr1aa		Q1RLX1	NP_571696
ENSDARG00000114047	ENSDART00000189584	ENSDARP00000156201	skap1		F1R4C0	NP_001073480
ENSDARG00000111196	ENSDART00000186792	ENSDARP00000145519	frem3		A0A2R8Q3V0	NP_001131131
ENSDARG00000109839	ENSDART00000184679	ENSDARP00000154678	ppm1f		A2BE49	NP_001018165
ENSDARG00000111606	ENSDART00000164582	ENSDARP00000137268	smyhc2		F1QE01	
ENSDARG00000110738	ENSDART00000182778	ENSDARP00000157077	gstt1a		E7EZ94	NP_001314691
ENSDARG00000116476	ENSDART00000191906	ENSDARP00000153609	CR786581.9		Q6P2V0	
ENSDARG00000111829	ENSDART00000188628	ENSDARP00000154657	htra1a		A0A2R8QHQ0	NP_001002219
ENSDARG00000114420	ENSDART00000167334	ENSDARP00000130962	mrps28		A5PMP2	NP_001071258
ENSDARG00000112499	ENSDART00000182295	ENSDARP00000147707	AL954372.1		A0A2R8Q1S2	
ENSDARG00000115611	ENSDART00000190374	ENSDARP00000146353	sfpq		A0A2R8Q1G3	NP_998443
ENSDARG00000113507	ENSDART00000190619	ENSDARP00000150635	polr2m		A0A2R8QCA7	NP_001333109
ENSDARG00000111655	ENSDART00000182147	ENSDARP00000154153	rspo1	Q6DHR0	M5AP50	NP_001002352
ENSDARG00000111275	ENSDART00000189524	ENSDARP00000147011	pdlim3b		Q0PWB8	NP_001036183
ENSDARG00000116272	ENSDART00000183401	ENSDARP00000151660	scfd2		A0A2R8RS51	NP_001013582
ENSDARG00000110668	ENSDART00000192412	ENSDARP00000154728	BX510348.1		A0A2R8QPJ8	
ENSDARG00000115202	ENSDART00000184091	ENSDARP00000148978	rps6kb1b		A0A2R8QBK5	NP_998241
ENSDARG00000112499	ENSDART00000185081	ENSDARP00000145643	AL954372.1		A0A2R8PXB2	
ENSDARG00000109267	ENSDART00000126602	ENSDARP00000105899	CABZ01024501.1		F1QN52	
ENSDARG00000112887	ENSDART00000184536	ENSDARP00000151532	CU138529.3		A0A2R8QQV3	
ENSDARG00000112091	ENSDART00000186539	ENSDARP00000155741	BX649626.1		A0A2R8QMN3	
ENSDARG00000116961	ENSDART00000191344	ENSDARP00000147983	tlr2		A0A2R8Q551	NP_997977
ENSDARG00000115798	ENSDART00000184356	ENSDARP00000154313	btr09		B3DKE1	NP_001124100
ENSDARG00000112499	ENSDART00000187136	ENSDARP00000157469	AL954372.1		A0A2R8QU62	
ENSDARG00000116106	ENSDART00000192685	ENSDARP00000145503	hspa12a.1		Q5RJ15	NP_001038342
ENSDARG00000107106	ENSDART00000175151	ENSDARP00000143527	CABZ01034089.1		A0A286Y983	
ENSDARG00000105225	ENSDART00000167894	ENSDARP00000132293	KCTD15		A0A0G2KIZ6	
ENSDARG00000115339	ENSDART00000189706	ENSDARP00000149890	pmp22a		Q6P608	NP_958468
ENSDARG00000102165	ENSDART00000163685	ENSDARP00000133240	sema6a		A0A0G2KLL0	NP_956286
ENSDARG00000116645	ENSDART00000109295	ENSDARP00000142170	lrrn3a		A0A140LFZ4	
ENSDARG00000109976	ENSDART00000186198	ENSDARP00000156414	BX005105.2		A0A2R8QP76	
ENSDARG00000116645	ENSDART00000193810	ENSDARP00000152424	lrrn3a		A0A2R8QHB4	
ENSDARG00000115375	ENSDART00000183773	ENSDARP00000148569	abcc4		A0A2R8Q6E0	NP_001007039
ENSDARG00000113879	ENSDART00000188687	ENSDARP00000148817	prpf18		A0A2R8Q4B4	NP_001002204
ENSDARG00000112758	ENSDART00000185339	ENSDARP00000145243	cox7a2l		Q7SXI1	NP_956268
ENSDARG00000116921	ENSDART00000180237	ENSDARP00000155286	ehmt1b		A0A2R8QQP4	NP_001166035
ENSDARG00000113409	ENSDART00000182298	ENSDARP00000154425	cutc		A0A2R8QH61	NP_001006046
ENSDARG00000110660	ENSDART00000187910	ENSDARP00000151808	mlf2		Q4V8X5	NP_001020687
ENSDARG00000111158	ENSDART00000191719	ENSDARP00000157357	ripor2		A0A2R8S0B6	NP_001038491
ENSDARG00000111088	ENSDART00000157863	ENSDARP00000137863	hmmr		A0A0R4IPI0	NP_955874
ENSDARG00000109345	ENSDART00000190216	ENSDARP00000154771	CU302307.1		A0A2R8RWP0	
ENSDARG00000109297	ENSDART00000187265	ENSDARP00000157083	hnrnpd		F1Q8A5	NP_001103930
ENSDARG00000110777	ENSDART00000180750	ENSDARP00000154004	tas2r200.1		Q2MHK8	NP_001034919
ENSDARG00000112422	ENSDART00000174924	ENSDARP00000143656	AL929338.3		A0A286Y901	
ENSDARG00000110425	ENSDART00000184667	ENSDARP00000150208	slc1a7b		A0A2R8QAZ8	NP_001177689
ENSDARG00000112422	ENSDART00000188918	ENSDARP00000147010	AL929338.3		A0A2R8RK40	
ENSDARG00000114701	ENSDART00000193099	ENSDARP00000155817	CR352249.2		A0A2R8QRL8	
ENSDARG00000098527	ENSDART00000162213	ENSDARP00000141513	CABZ01060491.1		A0A0G2L9P4	
ENSDARG00000098527	ENSDART00000166757	ENSDARP00000140864	CABZ01060491.1		A0A0G2L7V8	
ENSDARG00000004727	ENSDART00000183397	ENSDARP00000155717	cmss1		F1QIT7	NP_001006048
ENSDARG00000113856	ENSDART00000192100	ENSDARP00000149639	mtif2		F1QD40	NP_001082793
ENSDARG00000113180	ENSDART00000186980	ENSDARP00000154394	CR847496.1		A0A2R8QMW0	
ENSDARG00000111284	ENSDART00000192110	ENSDARP00000150824	psme3		A0A2R8QBI3	
ENSDARG00000112009	ENSDART00000192737	ENSDARP00000152358	cfap300		A0A2R8QCE5	NP_001070813
ENSDARG00000111284	ENSDART00000162528	ENSDARP00000130851	psme3		Q7ZU20	NP_571451
ENSDARG00000110578	ENSDART00000182617	ENSDARP00000149819	AL929536.1		A0A2R8QDF0	
ENSDARG00000111300	ENSDART00000183776	ENSDARP00000146408	krt18b		Q6NYL7	NP_956862
ENSDARG00000112303	ENSDART00000191076	ENSDARP00000149551	foxi3b		B3DGC2	NP_944600
ENSDARG00000112862	ENSDART00000189059	ENSDARP00000150899	CU182107.2		A0A2R8QD02	
ENSDARG00000114205	ENSDART00000191177	ENSDARP00000145659	elovl6		A0A2R8Q463	NP_955826
ENSDARG00000116983	ENSDART00000181083	ENSDARP00000155404	pdgfrl		Q6P5M1	NP_956608
ENSDARG00000111272	ENSDART00000190176	ENSDARP00000152659	si:dkey-23f9.11		A0A2R8Q6U5	
ENSDARG00000100401	ENSDART00000160240	ENSDARP00000131620			A0A0G2KH34	
ENSDARG00000109642	ENSDART00000130867	ENSDARP00000110269	sowahd		F1QVJ1	
ENSDARG00000115585	ENSDART00000185904	ENSDARP00000149012	CT955969.1		A0A2R8Q7E9	
ENSDARG00000109225	ENSDART00000046298	ENSDARP00000046297	gnaia		Q7ZW82	NP_942100
ENSDARG00000115740	ENSDART00000189091	ENSDARP00000145640	AL935041.1		A0A2R8PZW4	
ENSDARG00000110889	ENSDART00000191287	ENSDARP00000151477	spon1b		A0A2R8QEU8	NP_571592
ENSDARG00000109274	ENSDART00000188984	ENSDARP00000152373	pla1a		A0A2R8QH70	NP_996939
ENSDARG00000103342	ENSDART00000170785	ENSDARP00000132137	wu:fa56d06		A0A0G2KIJ4	NP_001275704
ENSDARG00000109333	ENSDART00000184059	ENSDARP00000155377	CU179648.1		A0A2R8QQV3	
ENSDARG00000110889	ENSDART00000192419	ENSDARP00000154910	spon1b		A0A2R8QPZ7	
ENSDARG00000110678	ENSDART00000189350	ENSDARP00000150038	wwc3		A0A2R8Q768	NP_001103940
ENSDARG00000111937	ENSDART00000180241	ENSDARP00000148591	BX248306.1		A0A2R8Q678	
ENSDARG00000116463	ENSDART00000184226	ENSDARP00000153508	ppm1db		A2ATY1	NP_001007341
ENSDARG00000113378	ENSDART00000191123	ENSDARP00000149161	atl2		A0A2R8Q554	
ENSDARG00000112071	ENSDART00000182818	ENSDARP00000153153	ablim3		A0A2R8QE64	
ENSDARG00000115140	ENSDART00000187117	ENSDARP00000148828	zgc:193742		B3DFY4	
ENSDARG00000113310	ENSDART00000192181	ENSDARP00000146597	zgc:111986		Q1LU97	NP_001018473
ENSDARG00000113378	ENSDART00000192187	ENSDARP00000150929	atl2		F6NJS4	NP_001103492
ENSDARG00000110370	ENSDART00000179810	ENSDARP00000148721	pfdn5		A0A2R8Q428	NP_001104665
ENSDARG00000112071	ENSDART00000179979	ENSDARP00000144919	ablim3		A0A2R8PVL9	NP_001074067
ENSDARG00000110926	ENSDART00000190108	ENSDARP00000145442	nfybb		A0A2R8PWV4	NP_001013340
ENSDARG00000116449	ENSDART00000188038	ENSDARP00000153720	pnisr		F1R2P7	NP_001077306
ENSDARG00000116813	ENSDART00000190443	ENSDARP00000147205	prkcba		A0A2R8RKD1	NP_957323
ENSDARG00000112890	ENSDART00000187978	ENSDARP00000155567	gnrh3		F1QW13	NP_878307
ENSDARG00000109252	ENSDART00000191670	ENSDARP00000148145	BX000702.1		A0A2R8Q4X3	
ENSDARG00000110205	ENSDART00000182114	ENSDARP00000154928	irak1bp1		A0A2R8RWX5	NP_001018607
ENSDARG00000111937	ENSDART00000186796	ENSDARP00000157546	BX248306.1		A0A2R8QV34	
ENSDARG00000116020	ENSDART00000189087	ENSDARP00000147870	tmem106a		A0A2R8Q478	NP_001122148
ENSDARG00000111504	ENSDART00000183052	ENSDARP00000153590	rundc3ab		F1QAZ4	NP_956443
ENSDARG00000112471	ENSDART00000187130	ENSDARP00000150874	ppm1db		A2ATY1	NP_001007341
ENSDARG00000111937	ENSDART00000186430	ENSDARP00000147041	BX248306.1		A0A2R8Q304	
ENSDARG00000113068	ENSDART00000183184	ENSDARP00000144824	cul1a		Q6NYS3	NP_955953
ENSDARG00000112640	ENSDART00000188832	ENSDARP00000154315	si:ch211-198n5.11		A0A2R8QNN1	NP_001107124
ENSDARG00000116771	ENSDART00000191712	ENSDARP00000150460	acad8		Q7ZYY0	NP_957449
ENSDARG00000111937	ENSDART00000180270	ENSDARP00000145048	BX248306.1		A0A2R8PVW8	
ENSDARG00000114463	ENSDART00000184189	ENSDARP00000145808	ccl20a.3		B3DGM0	NP_001129726
ENSDARG00000111937	ENSDART00000190673	ENSDARP00000146617	BX248306.1		A0A2R8RJM1	
ENSDARG00000109834	ENSDART00000183045	ENSDARP00000150134	CR812472.3		A0A2R8RPQ4	
ENSDARG00000113422	ENSDART00000180607	ENSDARP00000153663	atp6v1b2		A4FUM8	NP_878299
ENSDARG00000115689	ENSDART00000187890	ENSDARP00000144958	CU207215.1		A0A2R8RHQ6	
ENSDARG00000112324	ENSDART00000183713	ENSDARP00000155762	ccl39.3		A9ZPD6	NP_001108575
ENSDARG00000111937	ENSDART00000185537	ENSDARP00000151838	BX248306.1		A0A2R8RSE5	
ENSDARG00000111028	ENSDART00000189432	ENSDARP00000150785	necab1		A0A2R8RQR2	NP_001017848
ENSDARG00000110510	ENSDART00000189572	ENSDARP00000157131	ybey		A0A2R8QTM9	
ENSDARG00000112411	ENSDART00000187104	ENSDARP00000152380	BX005113.1		B0S550	
ENSDARG00000110510	ENSDART00000189459	ENSDARP00000150176	ybey		Q6NWH8	
ENSDARG00000113422	ENSDART00000063810	ENSDARP00000063809	atp6v1b2		F6P5H1	
ENSDARG00000110677	ENSDART00000189695	ENSDARP00000154954	basp1	Q1RM09		NP_001189383
ENSDARG00000113196	ENSDART00000183683	ENSDARP00000147767	AL928556.1		A0A2R8RL72	
ENSDARG00000111937	ENSDART00000184510	ENSDARP00000149647	BX248306.1		A0A2R8RP10	
ENSDARG00000115606	ENSDART00000182324	ENSDARP00000153971	wnt4b		F6NGJ7	NP_571575
ENSDARG00000112444	ENSDART00000180404	ENSDARP00000149524	nupr1b		A0A2R8Q606	NP_001268851
ENSDARG00000111937	ENSDART00000185112	ENSDARP00000150383	BX248306.1		A0A2R8RQ51	
ENSDARG00000110522	ENSDART00000187065	ENSDARP00000150249	acp5b		A0A2R8Q7Q3	NP_001002452
ENSDARG00000111184	ENSDART00000189469	ENSDARP00000147175	gsc	P53544	B2GRD3	NP_571092
ENSDARG00000101462	ENSDART00000165042	ENSDARP00000129972	setdb2		E7F7L1	
ENSDARG00000111940	ENSDART00000185121	ENSDARP00000151531	zgc:171551		A0A2R8QHF4	NP_001107110
ENSDARG00000111937	ENSDART00000181542	ENSDARP00000152538	BX248306.1		A0A2R8QJN8	
ENSDARG00000109405	ENSDART00000192020	ENSDARP00000156112	pkdcca		A0A2R8QL49	NP_001155070
ENSDARG00000109766	ENSDART00000186497	ENSDARP00000150859	vsx1		F1QTW3	NP_571408
ENSDARG00000116351	ENSDART00000191627	ENSDARP00000147022	efnb1		A0A2R8Q1M3	NP_571880
ENSDARG00000100290	ENSDART00000164652	ENSDARP00000132891	SPHK1		A0A0G2KKM6	
ENSDARG00000112822	ENSDART00000184446	ENSDARP00000148822	CR352328.1		A0A2R8Q4B7	
ENSDARG00000114927	ENSDART00000186909	ENSDARP00000146989	CR812847.3		A0A2R8Q2W9	
ENSDARG00000112822	ENSDART00000184081	ENSDARP00000153839	CR352328.1		A0A2R8QIC4	
ENSDARG00000113125	ENSDART00000172611	ENSDARP00000138764	alas2		A0A0R4IU72	NP_571757
ENSDARG00000074264	ENSDART00000112826	ENSDARP00000103823	tmem186		A0A2U3TVQ8	NP_001129456
ENSDARG00000110743	ENSDART00000182891	ENSDARP00000147877	foxa		A0A2R8Q958	NP_571357
ENSDARG00000113129	ENSDART00000182668	ENSDARP00000147641	ncor1		A0A2R8Q4C2	
ENSDARG00000109309	ENSDART00000189290	ENSDARP00000157368	gnl3l		A0A2R8S0C0	NP_001002875
ENSDARG00000114071	ENSDART00000183737	ENSDARP00000154743	acaca		A0A2R8QPK9	
ENSDARG00000113129	ENSDART00000188681	ENSDARP00000150424	ncor1		A0A2R8QET6	NP_956570
ENSDARG00000114648	ENSDART00000181355	ENSDARP00000145226	arr3a		A0A2R8RI04	NP_001002405
ENSDARG00000114071	ENSDART00000193842	ENSDARP00000153100	acaca		A0A2R8QJA0	NP_001258237
ENSDARG00000114402	ENSDART00000190991	ENSDARP00000155374	znrd2		A0A2R8RXK0	NP_001006010
ENSDARG00000113129	ENSDART00000188995	ENSDARP00000157599	ncor1		A0A2R8QPK5	
ENSDARG00000115643	ENSDART00000192989	ENSDARP00000145714	tbx21		D1YT98	NP_001164070
ENSDARG00000115240	ENSDART00000191983	ENSDARP00000151835	gemin8		A0A2R8QB61	NP_001007318
ENSDARG00000114071	ENSDART00000183359	ENSDARP00000145641	acaca		A0A2R8RIG4	
ENSDARG00000069524	ENSDART00000188947	ENSDARP00000148889	si:dkey-30c15.13		Q1LX35	NP_001038337
ENSDARG00000061147	ENSDART00000086879	ENSDARP00000081313	zfp64		F1R1S6	
ENSDARG00000099205	ENSDART00000160259	ENSDARP00000132178	RAB19		A0A0G2KIN3	
ENSDARG00000115538	ENSDART00000184128	ENSDARP00000155428	mep1b		A0A2R8QQY7	NP_001070089
ENSDARG00000112841	ENSDART00000179825	ENSDARP00000154765	fbxw11b		A0A2R8RWN9	
ENSDARG00000099056	ENSDART00000168321	ENSDARP00000133608	CABZ01065076.1		A0A0G2KML7	
ENSDARG00000109573	ENSDART00000193445	ENSDARP00000147727	cercam		E7F0F2	
ENSDARG00000113802	ENSDART00000183888	ENSDARP00000154975	kctd12.1		Q804Q4	NP_919386
ENSDARG00000112841	ENSDART00000189591	ENSDARP00000145691	fbxw11b		Q6PGW4	NP_998669
ENSDARG00000115953	ENSDART00000054915	ENSDARP00000054914	exosc10		F1RC54	NP_957383
ENSDARG00000114050	ENSDART00000186655	ENSDARP00000155079	csnk1g2b		A0A2R8RX57	NP_001039315
ENSDARG00000115937	ENSDART00000181231	ENSDARP00000152351	gsc		Q7ZZR4	NP_571092
ENSDARG00000114828	ENSDART00000179980	ENSDARP00000148304	ndufaf2		Q6AXJ6	NP_001107122
ENSDARG00000114050	ENSDART00000184951	ENSDARP00000151181	csnk1g2b		A0A2R8RRC4	NP_001277265
ENSDARG00000114050	ENSDART00000187469	ENSDARP00000150122	csnk1g2b		A0A2R8QE36	
ENSDARG00000097691	ENSDART00000161504	ENSDARP00000138344	pclaf		A0A0N4SU88	
ENSDARG00000114967	ENSDART00000191540	ENSDARP00000145068	dmrt2b		F1R2L1	NP_001073445
ENSDARG00000109669	ENSDART00000182697	ENSDARP00000157470	ptgdsa		A0A2R8QRB3	NP_001186920
ENSDARG00000110552	ENSDART00000164686	ENSDARP00000138114	olfcu1		A0A0R4IPN1	NP_001076368
ENSDARG00000109220	ENSDART00000188775	ENSDARP00000148605	acsl1a		B8JK22	NP_001027007
ENSDARG00000111738	ENSDART00000187441	ENSDARP00000150822	dnajc5gb		A0A2R8Q902	NP_956694
ENSDARG00000110552	ENSDART00000193035	ENSDARP00000150506	olfcu1		A0A2R8QAU2	
ENSDARG00000114322	ENSDART00000190786	ENSDARP00000147124	CR848729.3		A0A2R8Q0H7	
ENSDARG00000112193	ENSDART00000189633	ENSDARP00000154796	rimkla	Q66HZ2		NP_001004554
ENSDARG00000109281	ENSDART00000188525	ENSDARP00000151121	BX322566.1		A0A2R8Q9L7	
ENSDARG00000116195	ENSDART00000188442	ENSDARP00000147673	BX927112.1		A0A2R8Q8P9	
ENSDARG00000111869	ENSDART00000192697	ENSDARP00000149118	kctd12b		A0A2R8RN77	NP_001017631
ENSDARG00000109665	ENSDART00000181940	ENSDARP00000150580	tnni1d		A0A2R8Q8F2	NP_001002629
ENSDARG00000116195	ENSDART00000182459	ENSDARP00000151023	BX927112.1		A0A2R8QDJ1	
ENSDARG00000112689	ENSDART00000192223	ENSDARP00000149544	ghra		B4YQA3	NP_001077047
ENSDARG00000110506	ENSDART00000183289	ENSDARP00000153274	znf131		A0A2R8QJR9	NP_956799
ENSDARG00000115964	ENSDART00000185700	ENSDARP00000153110	zeb2a		F1QY45	NP_001128576
ENSDARG00000113821	ENSDART00000187212	ENSDARP00000151271	si:dkey-21e2.12		A0A0G2KDQ3	
ENSDARG00000110705	ENSDART00000185906	ENSDARP00000152262	srsf7a		A2BHB2	
ENSDARG00000117111	ENSDART00000181290	ENSDARP00000154596	tspan14		B8JL23	NP_001038877
ENSDARG00000100626	ENSDART00000157671	ENSDARP00000131916	gb:al911992		A0A0G2KHX5	
ENSDARG00000110705	ENSDART00000158394	ENSDARP00000131887	srsf7a		A0A0R4ID65	NP_991236
ENSDARG00000112760	ENSDART00000193839	ENSDARP00000152531	BX247888.1		A0A2R8QHN5	
ENSDARG00000109425	ENSDART00000188116	ENSDARP00000149923	pars2		F1QHZ4	NP_991118
ENSDARG00000115577	ENSDART00000186181	ENSDARP00000157133	trappc2l		A0A2R8S035	NP_001003506
ENSDARG00000114595	ENSDART00000183275	ENSDARP00000155223	cep170ab		A0A286Y8S4	
ENSDARG00000110773	ENSDART00000193607	ENSDARP00000147608	dbt		A0A2R8Q4A3	NP_001013533
ENSDARG00000101415	ENSDART00000170267	ENSDARP00000137391	CABZ01013771.1		A0A0G2KY54	
ENSDARG00000115294	ENSDART00000185159	ENSDARP00000147683	zgc:194655		B3DHM1	NP_001122257
ENSDARG00000111828	ENSDART00000189429	ENSDARP00000151603	orai1b		A0A0R4I9A7	NP_991163
ENSDARG00000112760	ENSDART00000193006	ENSDARP00000157134	BX247888.1		A0A2R8QU86	
