Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
WBGene00020602	T20B12.4.1	T20B12.4.1	188631	P41844		T20B12.4	NP_498630	
WBGene00020603	T20B12.5.1	T20B12.5.1	188632	P41845		T20B12.5	NP_498629	
WBGene00020604	T20B12.7.1	T20B12.7.1	176051	P41847		T20B12.7	NP_498632	
WBGene00020605	T20B12.9.1	T20B12.9.1	188633	P41849		lgc-50	NP_498637	
WBGene00020607	T20D4.1.1	T20D4.1.1	188637		P91475	srab-20	NP_503961	
WBGene00020608	T20D4.2.1	T20D4.2.1	188638		P91474	srab-22	NP_503960	
WBGene00020609	T20D4.3a.1	T20D4.3a.1	188639		A0A131MB53	T20D4.3	NP_001309655	
WBGene00020609	T20D4.3b.1	T20D4.3b.1	188639		A0A131MBP8	T20D4.3	NP_001309655	
WBGene00020611	T20D4.5.1	T20D4.5.1	188641		P91470	txt-11	NP_001309474	
WBGene00020612	T20D4.6.1	T20D4.6.1	188642		P91469	arrd-22	NP_503955	
WBGene00020613	T20D4.7.1	T20D4.7.1	188643		P91468	T20D4.7	NP_503954	
WBGene00020616	T20D4.10.1	T20D4.10.1	188646		Q2L6V7	T20D4.10	NP_503951	
WBGene00020617	T20D4.11.1	T20D4.11.1	188647		P91464	T20D4.11	NP_503950	
WBGene00020618	T20D4.12.1	T20D4.12.1	188648		P91463	T20D4.12	NP_503949	
WBGene00020620	T20D4.15.1	T20D4.15.1	188650		P91460	T20D4.15	NP_503946	
WBGene00020623	T20D4.18.1	T20D4.18.1	188653		P91473	srab-21	NP_503959	
WBGene00020624	T20D4.19a.1	T20D4.19a.1	188654		P91476	T20D4.19	NP_001360574	
WBGene00020624	T20D4.19b.1	T20D4.19b.1	188654		A0A486WX19	T20D4.19	NP_001360574	
WBGene00020624	T20D4.19c.1	T20D4.19c.1	188654		A0A486WY29	T20D4.19	NP_001360574	
WBGene00020625	T20F5.3.1	T20F5.3.1	171976	P91478		mrrf-1	NP_491262	
WBGene00020626	T20F5.4.1	T20F5.4.1	171977		P91479	T20F5.4	NP_491263	
WBGene00020627	T20F5.5.1	T20F5.5.1	188656		P91481	T20F5.5	NP_001379822	
WBGene00020628	T20F5.6.1	T20F5.6.1	171978		P91482	T20F5.6	NP_491266	
WBGene00020629	T20F5.7.1	T20F5.7.1	171979		P91483	T20F5.7	NP_001370591	
WBGene00020630	T20F7.1.1	T20F7.1.1	181737		O02169	T20F7.1	NP_510727	
WBGene00020631	T20F7.3.1	T20F7.3.1	188657		O02167	T20F7.3	NP_510724	
WBGene00020633	T20F7.6.1	T20F7.6.1	181736		O02168	aakg-2	NP_510725	
WBGene00020634	T20F7.7.1	T20F7.7.1	188659		O02171	acs-9	NP_510728	
WBGene00020635	T20H4.2.1	T20H4.2.1	188663		Q22621	ztf-31	NP_498597	
WBGene00020636	T20H4.5.1	T20H4.5.1	176023	Q22619		T20H4.5	NP_498595	
WBGene00020637	T20H9.1.1	T20H9.1.1	188664		O44892	fbxa-7	NP_497523	
WBGene00020638	T20H9.2.1	T20H9.2.1	188665		O44888	fbxa-43	NP_001367647	
WBGene00020639	T20H9.3.1	T20H9.3.1	188666		O44889	fbxa-71	NP_497526	
WBGene00020640	T20H9.4.1	T20H9.4.1	188667		O44890	fbxa-73	NP_497525	
WBGene00020645	T21D9.2.1	T21D9.2.1	188691		Q22652	T21D9.2	NP_001362025	
WBGene00020646	T21D11.1.1	T21D11.1.1	176025		G5ECC4	zmp-6	NP_498599	
WBGene00020647	T21D12.3.1	T21D12.3.1	176847		O16786	pqbp-1.1	NP_499890	
WBGene00020648	T21D12.7.1	T21D12.7.1	24104914		F8Y417	T21D12.7	NP_001343686	
WBGene00020649	T21D12.9a.1	T21D12.9a.1	176849	Q965M2		sma-10	NP_001367941	
WBGene00020649	T21D12.9a.2	T21D12.9a.2	176849	Q965M2		sma-10	NP_001367941	
WBGene00020649	T21D12.9c.1	T21D12.9c.1	176849	Q965M2		sma-10	NP_001367941	
WBGene00020650	T21D12.11.1	T21D12.11.1	188694		O16783	T21D12.11	NP_499893	
WBGene00020651	T21D12.12.1	T21D12.12.1	188695		O16784	T21D12.12	NP_499892	
WBGene00020652	T21E3.1.1	T21E3.1.1	171980	O01767		egg-4	NP_491269	
WBGene00020653	T21E3.2.1	T21E3.2.1	188696		O01766	T21E3.2	NP_491268	
WBGene00020655	T21E12.3.1	T21E12.3.1	188700		P91484	T21E12.3	NP_491364	
WBGene00020656	T21E12.5.1	T21E12.5.1	188701		P91485	T21E12.5	NP_491366	
WBGene00020657	T21F2.1a.1	T21F2.1a.1	188702		H2KYN9	lgc-53	NP_001379650	
WBGene00020657	T21F2.1b.1	T21F2.1b.1	188702		Q2PJ95	lgc-53	NP_001379650	
WBGene00020658	T21F4.1.1	T21F4.1.1	180830		A0A1X7RC97	argn-1	NP_001370979	
WBGene00020658	T21F4.1.2	T21F4.1.2	180830		A0A1X7RC97	argn-1	NP_001370979	
WBGene00020659	T21G5.1.1	T21G5.1.1	266839		O02064	T21G5.1	NP_001355382	
WBGene00020660	T21G5.2.1	T21G5.2.1	54162264		O02062	T21G5.2	NP_001367672	
WBGene00020661	T21G5.4.1	T21G5.4.1	172415		O02063	smz-2	NP_491965	
WBGene00020662	T21H3.1a.1	T21H3.1a.1	178615		H2KZV5	T21H3.1	NP_001367781	
WBGene00020662	T21H3.1b.1	T21H3.1b.1	178615		Q4W525	T21H3.1	NP_001367781	
WBGene00020663	T21H3.4a.1	T21H3.4a.1	188704		O16304	cutl-22	NP_001300205	
WBGene00020663	T21H3.4b.1	T21H3.4b.1	188704		A0A0K3AY59	cutl-22	NP_001300205	
WBGene00020663	T21H3.4c.1	T21H3.4c.1	188704		A0A0K3ASW7	cutl-22	NP_001300205	
WBGene00020664	T21H3.5a.1	T21H3.5a.1	188705		O16306	T21H3.5	NP_001364764	
WBGene00020665	T22B2.1.1	T22B2.1.1	188716		O45195	T22B2.1	NP_508680	
WBGene00020666	T22B2.2.1	T22B2.2.1	188717		O45194	T22B2.2	NP_001379962	
WBGene00020667	T22B2.3.1	T22B2.3.1	188718		O45193	T22B2.3	NP_001360049	
WBGene00020669	T22B2.5.1	T22B2.5.1	188719		O45191	T22B2.5	NP_508676	
WBGene00020670	T22B2.6.1	T22B2.6.1	188720		O45192	T22B2.6	NP_508677	
WBGene00020672	T22B7.3.1	T22B7.3.1	188723		Q23042	T22B7.3	NP_508952	
WBGene00020673	T22B7.4.1	T22B7.4.1	180831		Q23039	T22B7.4	NP_508949	
WBGene00020674	T22B7.7.1	T22B7.7.1	180832		Q23044	T22B7.7	NP_001362037	
WBGene00020675	T22B11.1.1	T22B11.1.1	188725		O44564	T22B11.1	NP_500616	
WBGene00020678	T22B11.4a.1	T22B11.4a.1	177234		O44561	kin-36	NP_001334224	
WBGene00020678	T22B11.4b.1	T22B11.4b.1	177234		H2KZW6	kin-36	NP_001334224	
WBGene00020678	T22B11.4c.1	T22B11.4c.1	177234		A0A1I6CMA1	kin-36	NP_001334224	
WBGene00020679	T22B11.5a.1	T22B11.5a.1	177235	O61199		ogdh-1	NP_001368291	
WBGene00020679	T22B11.5b.1	T22B11.5b.1	177235		U4PC51	ogdh-1	NP_001368291	
WBGene00020680	T22D1.1.1	T22D1.1.1	188738		Q9GZH0	T22D1.1	NP_501069	
WBGene00020682	T22D1.3a.1	T22D1.3a.1	177457	Q9GZH3		T22D1.3	NP_001368380	
WBGene00020682	T22D1.3c.1	T22D1.3c.1	177457		V6CLC6	T22D1.3	NP_001368380	
WBGene00020682	T22D1.3e.1	T22D1.3e.1	177457		V6CIZ1	T22D1.3	NP_001368380	
WBGene00020683	T22D1.4.1	T22D1.4.1	177456	Q9GZH4		ribo-1	NP_501065	
WBGene00020684	T22D1.5.1	T22D1.5.1	177454		Q9GZH6	T22D1.5	NP_501063	
WBGene00020686	T22D1.8.1	T22D1.8.1	188741		Q9GZH7	T22D1.8	NP_501062	
WBGene00020686	T22D1.8.2	T22D1.8.2	188741		Q9GZH7	T22D1.8	NP_501062	
WBGene00020687	T22D1.10.1	T22D1.10.1	177458	Q9GZH2		ruvb-2	NP_501067	
WBGene00020688	T22D1.11.1	T22D1.11.1	177459		Q9GZG9	cest-6	NP_501070	
WBGene00020689	T22D1.12a.1	T22D1.12a.1	188742		Q9GZG8	npr-12	NP_001293732	
WBGene00020689	T22D1.12b.1	T22D1.12b.1	188742		V6CLI1	npr-12	NP_001293732	
WBGene00020690	T22E5.1a.1	T22E5.1a.1	188743		G4SN91	T22E5.1	NP_001041290	
WBGene00020690	T22E5.1b.1	T22E5.1b.1	188743		Q22683	T22E5.1	NP_001041290	
WBGene00020691	T22E5.3.1	T22E5.3.1	188745		Q22681	igdb-3	NP_509074	
WBGene00020692	T22E5.6.1	T22E5.6.1	188746		Q22684	T22E5.6	NP_509078	
WBGene00020693	T22E7.1a.1	T22E7.1a.1	181983		Q9N5D7	lron-8	NP_740857	
WBGene00020693	T22E7.1b.1	T22E7.1b.1	181983		Q86S81	lron-8	NP_740857	
WBGene00020694	T22E7.2.1	T22E7.2.1	188748		Q9N5D8	dhhc-11	NP_491675	
WBGene00020695	T22F3.2a.1	T22F3.2a.1	178779		H2L010	T22F3.2	NP_001309504	
WBGene00020695	T22F3.2b.1	T22F3.2b.1	178779		Q8MPT0	T22F3.2	NP_001309504	
WBGene00020696	T22F3.3a.1	T22F3.3a.1	178777		Q9N5U1	pygl-1	NP_001309657	
WBGene00020696	T22F3.3b.1	T22F3.3b.1	178777		Q86NC1	pygl-1	NP_001309657	
WBGene00020696	T22F3.3c.1	T22F3.3c.1	178777		A0A131MCL1	pygl-1	NP_001309657	
WBGene00020696	T22F3.3d.1	T22F3.3d.1	178777		A0A131MDC6	pygl-1	NP_001309657	
WBGene00020697	T22F3.7.1	T22F3.7.1	188751		Q94304	T22F3.7	NP_001309505	
WBGene00020698	T22F3.8.1	T22F3.8.1	178781		Q94305	T22F3.8	NP_504013	
WBGene00020699	T22F3.10.1	T22F3.10.1	188752		Q94306	T22F3.10	NP_001370717	
WBGene00020700	T22F3.11.1	T22F3.11.1	178782		Q94307	T22F3.11	NP_504015	
WBGene00020701	T22F7.1.1	T22F7.1.1	3564822		Q22686	T22F7.1	NP_497209	
WBGene00020702	T22F7.3.1	T22F7.3.1	188757		Q22685	T22F7.3	NP_497207	
WBGene00020703	T22F7.4.1	T22F7.4.1	188758		Q8MP14	T22F7.4	NP_497208	
WBGene00020705	T22H9.1a.1	T22H9.1a.1	24104925		Q8MNX1	T22H9.1	NP_001300206	
WBGene00020705	T22H9.1b.1	T22H9.1b.1	24104925		A0A0K3AV58	T22H9.1	NP_001300206	
WBGene00020706	T22H9.2a.1	T22H9.2a.1	178561		Q9TXN6	atg-9	NP_001364810	
WBGene00020706	T22H9.2b.1	T22H9.2b.1	178561		H2L0M4	atg-9	NP_001364810	
WBGene00020707	T22H9.3.1	T22H9.3.1	178560		Q9TXN7	wago-10	NP_503177	
WBGene00020708	T22H9.4.1	T22H9.4.1	188771		Q9TXN8	dmd-8	NP_503176	
WBGene00020709	T23B3.1a.1	T23B3.1a.1	172388		P91492	T23B3.1	NP_001122521	
WBGene00020709	T23B3.1b.1	T23B3.1b.1	172388		H2KYU3	T23B3.1	NP_001122521	
WBGene00020710	T23B3.2.1	T23B3.2.1	188772		P91491	T23B3.2	NP_491922	
WBGene00020712	T23B3.4.1	T23B3.4.1	188774		P91487	ckr-1	NP_491918	
WBGene00020713	T23B3.5.1	T23B3.5.1	172387		P91488	T23B3.5	NP_491919	
WBGene00020714	T23B3.6.1	T23B3.6.1	188775		P91489	T23B3.6	NP_491920	
WBGene00020715	T23B7.1.1	T23B7.1.1	173835		G5EES8	nspd-4	NP_494871	
WBGene00020716	T23B12.1.1	T23B12.1.1	188776		O17006	phf-30	NP_505182	
WBGene00020717	T23B12.2.1	T23B12.2.1	179230		O17005	mrpl-4	NP_505181	
WBGene00020718	T23B12.3.1	T23B12.3.1	179229		O17004	mrps-2	NP_505180	
WBGene00020719	T23B12.4.1	T23B12.4.1	179228		O17003	natc-1	NP_505179	
WBGene00020720	T23B12.5.1	T23B12.5.1	188777		O17000	T23B12.5	NP_505176	
WBGene00020721	T23B12.6.1	T23B12.6.1	179226		O17001	T23B12.6	NP_505177	
WBGene00020722	T23B12.8a.1	T23B12.8a.1	188778		G5EEJ3	T23B12.8	NP_001367962	
WBGene00020722	T23B12.8a.2	T23B12.8a.2	188778		G5EEJ3	T23B12.8	NP_001367962	
WBGene00020722	T23B12.8a.3	T23B12.8a.3	188778		G5EEJ3	T23B12.8	NP_001367962	
WBGene00020722	T23B12.8b.1	T23B12.8b.1	188778		A7DT38	T23B12.8	NP_001367962	
WBGene00020725	T23C6.3.1	T23C6.3.1	181752	O02039		cnp-3	NP_510776	
WBGene00020726	T23C6.4.1	T23C6.4.1	181754		O02040	T23C6.4	NP_510777	
WBGene00020727	T23C6.5.1	T23C6.5.1	188781		O02043	npr-21	NP_510779	
WBGene00020728	T23E1.1.1	T23E1.1.1	188794		O45205	T23E1.1	NP_001343691	
WBGene00020730	T23E1.3a.1	T23E1.3a.1	3565157		Q86FL9	T23E1.3	NP_001368196	
WBGene00020730	T23E1.3b.1	T23E1.3b.1	3565157		U4PLG0	T23E1.3	NP_001368196	
WBGene00020732	T23E7.2a.1	T23E7.2a.1	181789		H2KZS2	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2b.1	T23E7.2b.1	181789		H2KZS3	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2c.1	T23E7.2c.1	181789		H2KZS4	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2d.1	T23E7.2d.1	181789		H2KZS5	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2d.2	T23E7.2d.2	181789		H2KZS5	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2d.3	T23E7.2d.3	181789		H2KZS5	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2d.4	T23E7.2d.4	181789		H2KZS5	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2d.5	T23E7.2d.5	181789		H2KZS5	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2d.6	T23E7.2d.6	181789		H2KZS5	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2d.7	T23E7.2d.7	181789		H2KZS5	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2e.1	T23E7.2e.1	181789		Q8MXJ1	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2f.1	T23E7.2f.1	181789		L8E6J9	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2g.1	T23E7.2g.1	181789		A0A5E4M2N5	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2h.1	T23E7.2h.1	181789		A0A5E4LZC5	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2i.1	T23E7.2i.1	181789		A0A5E4LX00	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2j.1	T23E7.2j.1	181789		A0A5E4LWN1	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2k.1	T23E7.2k.1	181789		A0A5E4M3L3	T23E7.2	NP_001362143	
WBGene00020732	T23E7.2l.1	T23E7.2l.1	181789		A0A5E4LZT0	T23E7.2	NP_001362143	
WBGene00020735	T23F2.2.1	T23F2.2.1	180822		A0A5E4LZM9	T23F2.2	NP_001362144	
WBGene00020736	T23F2.3.1	T23F2.3.1	188805	Q22700		T23F2.3	NP_001370601	
WBGene00020737	T23F2.4.1	T23F2.4.1	188806	Q22701		T23F2.4	NP_508935	
WBGene00020738	T23F2.5.1	T23F2.5.1	180823	Q22702		T23F2.5	NP_001370602	
WBGene00020740	T23F4.2a.1	T23F4.2a.1	173501		O17261	T23F4.2	NP_001305233	
WBGene00020740	T23F4.2b.1	T23F4.2b.1	173501		A0A0S4XRI4	T23F4.2	NP_001305233	
WBGene00020740	T23F4.2c.1	T23F4.2c.1	173501		A0A0S4XR74	T23F4.2	NP_001305233	
WBGene00020740	T23F4.2d.1	T23F4.2d.1	173501		A0A0S4XR68	T23F4.2	NP_001305233	
WBGene00020741	T23F4.3.1	T23F4.3.1	188808		O17263	dlhd-1	NP_493925	
WBGene00020742	T23H2.3.1	T23H2.3.1	172347		P91494	T23H2.3	NP_001032980	
WBGene00020743	T23H2.4.1	T23H2.4.1	188817		P91496	mam-8	NP_491856	
WBGene00020744	T24A6.1a.1	T24A6.1a.1	188821		A0A131MD44	T24A6.1	NP_001309662	
WBGene00020744	T24A6.1b.1	T24A6.1b.1	188821		A0A131MBT5	T24A6.1	NP_001309662	
WBGene00020746	T24A6.5.1	T24A6.5.1	188824		O61938	srbc-66	NP_503986	
WBGene00020747	T24A6.7.1	T24A6.7.1	188825		O61936	T24A6.7	NP_503984	
WBGene00020748	T24A6.8a.1	T24A6.8a.1	188826		O61939	nhr-221	NP_001309664	
WBGene00020748	T24A6.8b.1	T24A6.8b.1	188826		A0A131MB63	nhr-221	NP_001309664	
WBGene00020749	T24A6.10a.1	T24A6.10a.1	188827		O61941	srbc-67	NP_001309659	
WBGene00020749	T24A6.10d.1	T24A6.10d.1	188827		A0A131MBX3	srbc-67	NP_001309659	
WBGene00020750	T24A6.11.1	T24A6.11.1	188828		O61942	nhr-222	NP_503990	
WBGene00020752	T24A6.13.1	T24A6.13.1	188830		O61944	srbc-68	NP_503992	
WBGene00020753	T24A6.16a.1	T24A6.16a.1	188833		O61952	T24A6.16	NP_001309660	
WBGene00020753	T24A6.16b.1	T24A6.16b.1	188833		A0A131MCY9	T24A6.16	NP_001309660	
WBGene00020754	T24A6.17.1	T24A6.17.1	188834		G5EC28	T24A6.17	NP_504003	
WBGene00020755	T24A6.19.1	T24A6.19.1	188836		Q9TXS7	grl-31	NP_503999	
WBGene00020756	T24A6.20.1	T24A6.20.1	178776		Q965J1	T24A6.20	NP_503996	
WBGene00020757	T24C4.1.1	T24C4.1.1	175248		Q9TZ33	ucr-2.3	NP_497284	
WBGene00020758	T24C4.2.1	T24C4.2.1	188843		Q9TZ37	T24C4.2	NP_001379894	
WBGene00020759	T24C4.3.1	T24C4.3.1	188844		Q9TZ36	T24C4.3	NP_497281	
WBGene00020760	T24C4.4.1	T24C4.4.1	188845		Q9TZ35	T24C4.4	NP_497282	
WBGene00020761	T24C4.5.1	T24C4.5.1	188846		Q9TZ34	T24C4.5	NP_001379895	
WBGene00020761	T24C4.5.2	T24C4.5.2	188846		Q9TZ34	T24C4.5	NP_001379895	
WBGene00020762	T24C4.6a.1	T24C4.6a.1	175249	Q2WF59		zer-1	NP_741089	
WBGene00020762	T24C4.6a.2	T24C4.6a.2	175249	Q2WF59		zer-1	NP_741089	
WBGene00020762	T24C4.6b.1	T24C4.6b.1	175249	Q2WF59		zer-1	NP_741089	
WBGene00020763	T24C4.7.1	T24C4.7.1	175250		B9ZSG9	ztf-18	NP_001367780	
WBGene00020764	T24C12.1.1	T24C12.1.1	188847		Q22722	T24C12.1	NP_001360054	
WBGene00020765	T24C12.3.1	T24C12.3.1	180531		Q22721	T24C12.3	NP_508405	
WBGene00020766	T24C12.4.1	T24C12.4.1	188848		Q22723	T24C12.4	NP_508407	
WBGene00020767	T24D8.1.1	T24D8.1.1	188854		Q22741	lgc-40	NP_508428	
WBGene00020769	T24D8.6.1	T24D8.6.1	188858		Q22742	T24D8.6	NP_508429	
WBGene00020770	T24D11.1a.1	T24D11.1a.1	3565805	S6F527		eat-17	NP_001294848	
WBGene00020770	T24D11.1b.1	T24D11.1b.1	3565805	S6F527		eat-17	NP_001294848	
WBGene00020770	T24D11.1c.1	T24D11.1c.1	3565805	S6F527		eat-17	NP_001294848	
WBGene00020770	T24D11.1d.1	T24D11.1d.1	3565805	S6F527		eat-17	NP_001294848	
WBGene00020770	T24D11.1e.1	T24D11.1e.1	3565805	S6F527		eat-17	NP_001294848	
WBGene00020770	T24D11.1f.1	T24D11.1f.1	3565805	S6F527		eat-17	NP_001294848	
WBGene00020771	T24E12.1.1	T24E12.1.1	188860		O44885	T24E12.1	NP_494650	
WBGene00020772	T24E12.2.1	T24E12.2.1	188861		O44884	T24E12.2	NP_494649	
WBGene00020773	T24E12.3.1	T24E12.3.1	188862		O44882	T24E12.3	NP_494647	
WBGene00020774	T24E12.5.1	T24E12.5.1	173720		Q965K6	T24E12.5	NP_494641	
WBGene00020775	T24E12.6a.1	T24E12.6a.1	188864		O44878	T24E12.6	NP_001122642	
WBGene00020775	T24E12.6b.1	T24E12.6b.1	188864		A9D7R4	T24E12.6	NP_001122642	
WBGene00020777	T24E12.10.1	T24E12.10.1	188866		O44881	T24E12.10	NP_494646	
WBGene00020778	T24E12.11.1	T24E12.11.1	173722		O44883	T24E12.11	NP_494648	
WBGene00020779	T24G10.2.1	T24G10.2.1	175747		Q22749	T24G10.2	NP_498159	
WBGene00020781	T24H7.2.1	T24H7.2.1	174033		Q22758	T24H7.2	NP_495249	
WBGene00020782	T24H7.3.1	T24H7.3.1	174032		Q22757	T24H7.3	NP_495248	
WBGene00020782	T24H7.3.2	T24H7.3.2	174032		Q22757	T24H7.3	NP_495248	
WBGene00020783	T24H7.4.1	T24H7.4.1	188869	Q22756		blos-4	NP_495247	
WBGene00020784	T24H7.5a.1	T24H7.5a.1	174031		Q7JPE3	tat-4	NP_001379745	
WBGene00020784	T24H7.5a.2	T24H7.5a.2	174031		Q7JPE3	tat-4	NP_001379745	
WBGene00020785	T25B2.1.1	T25B2.1.1	188873		B1GRK8	T25B2.1	NP_509034	
WBGene00020786	T25B2.2a.1	T25B2.2a.1	180887		H2KZ74	T25B2.2	NP_001367627	
WBGene00020786	T25B2.2b.1	T25B2.2b.1	180887		B1GRL0	T25B2.2	NP_001367627	
WBGene00020786	T25B2.2c.1	T25B2.2c.1	180887		H2KZ75	T25B2.2	NP_001367627	
WBGene00020787	T25B6.1.1	T25B6.1.1	188874		Q22764	T25B6.1	NP_509529	
WBGene00020788	T25B6.2.1	T25B6.2.1	181144		Q22763	nep-22	NP_509528	
WBGene00020789	T25B6.3.1	T25B6.3.1	188875		Q22762	T25B6.3	NP_509526	
WBGene00020790	T25B6.4.1	T25B6.4.1	188876		Q22759	T25B6.4	NP_509523	
WBGene00020791	T25B6.5.1	T25B6.5.1	188877		Q22760	T25B6.5	NP_509524	
WBGene00020792	T25B6.6.1	T25B6.6.1	181142		Q22761	T25B6.6	NP_509525	
WBGene00020793	T25D1.1.1	T25D1.1.1	188889		Q22779	T25D1.1	NP_001362030	
WBGene00020794	T25D1.2.1	T25D1.2.1	188890		Q22778	T25D1.2	NP_001337277	
WBGene00020795	T25D1.3.1	T25D1.3.1	188891		Q22777	T25D1.3	NP_001362031	
WBGene00020795	T25D1.3.2	T25D1.3.2	188891		Q22777	T25D1.3	NP_001362031	
WBGene00020796	T25D3.2.1	T25D3.2.1	173400		O76606	mrpl-28	NP_493672	
WBGene00020797	T25D3.3.1	T25D3.3.1	188894		Q965I8	T25D3.3	NP_493671	
WBGene00020798	T25D3.4a.1	T25D3.4a.1	188895		Q965I9	T25D3.4	NP_001300598	
WBGene00020798	T25D3.4b.1	T25D3.4b.1	188895		A0A0K3AX26	T25D3.4	NP_001300598	
WBGene00020798	T25D3.4c.1	T25D3.4c.1	188895		A0A0K3ARQ9	T25D3.4	NP_001300598	
WBGene00020799	T25D10.1.1	T25D10.1.1	174062	Q10017		T25D10.1	NP_495290	
WBGene00020800	T25D10.2a.1	T25D10.2a.1	188896		H2L090	zig-10	NP_001122644	
WBGene00020800	T25D10.2b.1	T25D10.2b.1	188896		A8WFH3	zig-10	NP_001122644	
WBGene00020801	T25D10.4.1	T25D10.4.1	174064	Q10019		T25D10.4	NP_495292	
WBGene00020802	T25D10.5.1	T25D10.5.1	174061		Q8IFY9	btb-2	NP_871995	
WBGene00020803	T25E4.1.1	T25E4.1.1	173943	Q10014		T25E4.1	NP_495080	
WBGene00020804	T25E4.2.1	T25E4.2.1	188897	Q10015		T25E4.2	NP_001364710	
WBGene00020805	T25F10.1.1	T25F10.1.1	188902		Q23051	T25F10.1	NP_504713	
WBGene00020806	T25F10.3.1	T25F10.3.1	179067		Q23046	T25F10.3	NP_504708	
WBGene00020807	T25F10.4.1	T25F10.4.1	188903		Q23048	T25F10.4	NP_504710	
WBGene00020808	T25F10.6a.1	T25F10.6a.1	179069		Q23050	clik-1	NP_001368068	
WBGene00020808	T25F10.6b.1	T25F10.6b.1	179069		H2L0M6	clik-1	NP_001368068	
WBGene00020811	T25G12.3.1	T25G12.3.1	188908		Q22784	T25G12.3	NP_510792	
WBGene00020811	T25G12.3.2	T25G12.3.2	188908		Q22784	T25G12.3	NP_510792	
WBGene00020812	T25G12.5.1	T25G12.5.1	181758		Q22781	acdh-7	NP_510789	
WBGene00020813	T25G12.6.1	T25G12.6.1	181760		Q22783	T25G12.6	NP_510791	
WBGene00020817	T25G12.11.1	T25G12.11.1	259737		Q8T3C3	T25G12.11	NP_001368075	
WBGene00020819	T26A5.2a.1	T26A5.2a.1	175923		H2KYG8	T26A5.2	NP_001382739	
WBGene00020819	T26A5.2b.1	T26A5.2b.1	175923		Q8IFY8	T26A5.2	NP_001382739	
WBGene00020819	T26A5.2c.1	T26A5.2c.1	175923		A0A8D9MJX2	T26A5.2	NP_001382739	
WBGene00020819	T26A5.2d.1	T26A5.2d.1	175923		A0A8D9MHV2	T26A5.2	NP_001382739	
WBGene00020819	T26A5.2e.1	T26A5.2e.1	175923		A0A8D9MJ91	T26A5.2	NP_001382739	
WBGene00020819	T26A5.2f.1	T26A5.2f.1	175923		A0A8D9I648	T26A5.2	NP_001382739	
WBGene00020819	T26A5.2g.1	T26A5.2g.1	175923		A0A8D9I7K9	T26A5.2	NP_001382739	
WBGene00020819	T26A5.2h.1	T26A5.2h.1	175923		A0A8D9I620	T26A5.2	NP_001382739	
WBGene00020820	T26A5.4.1	T26A5.4.1	175920		Q22797	algn-1	NP_498420	
WBGene00020821	T26A5.5a.1	T26A5.5a.1	175919	Q95Q98		jhdm-1	NP_001299886	
WBGene00020821	T26A5.5b.1	T26A5.5b.1	175919	Q95Q98		jhdm-1	NP_001299886	
WBGene00020821	T26A5.5c.1	T26A5.5c.1	175919		A0A0K3AUW2	jhdm-1	NP_001299886	
WBGene00020822	T26A5.6.1	T26A5.6.1	175917		Q22794	T26A5.6	NP_498416	
WBGene00020823	T26A5.8.1	T26A5.8.1	175921		Q22798	T26A5.8	NP_498421	
WBGene00020824	T26A8.1.1	T26A8.1.1	177644		Q22806	T26A8.1	NP_501436	
WBGene00020824	T26A8.1.2	T26A8.1.2	177644		Q22806	T26A8.1	NP_501436	
WBGene00020825	T26A8.2.1	T26A8.2.1	188913		Q22804	tmem-231	NP_001380028	
WBGene00020825	T26A8.2.2	T26A8.2.2	188913		Q22804	tmem-231	NP_001380028	
WBGene00020826	T26A8.3.1	T26A8.3.1	188914		Q22803	T26A8.3	NP_501433	
WBGene00020827	T26A8.4.1	T26A8.4.1	177643		Q22805	T26A8.4	NP_501435	
WBGene00020827	T26A8.4.2	T26A8.4.2	177643		Q22805	T26A8.4	NP_501435	
WBGene00020828	T26C11.2.1	T26C11.2.1	188918		Q22807	T26C11.2	NP_508337	
WBGene00020830	T26C11.4a.1	T26C11.4a.1	180502		H2KYR9	T26C11.4	NP_001256990	
WBGene00020830	T26C11.4b.1	T26C11.4b.1	180502		G1K0V4	T26C11.4	NP_001256990	
WBGene00020831	T26C12.1.1	T26C12.1.1	177095	O61856		T26C12.1	NP_500306	
WBGene00020832	T26C12.2.1	T26C12.2.1	188921		O61857	T26C12.2	NP_500307	
