Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
YML110C	YML110C_mRNA	YML110C	854930	P49017		COQ5	NP_013597.1	
YPR117W	YPR117W_mRNA	YPR117W	856233	Q06116			NP_015442.1	
YDL144C	YDL144C_mRNA	YDL144C	851411	Q07589			NP_010137.2	
YHR213W	YHR213W_mRNA	YHR213W	856620	P0CI66			NP_012083.1	
YHR213W	YHR213W_mRNA	YHR213W	856620	P0CI67			NP_012083.1	
YER175C	YER175C_mRNA	YER175C	856922	P32643		TMT1	NP_011102.3	
YGR011W	YGR011W_mRNA	YGR011W		P53205				
YPL096C-A	YPL096C-A_mRNA	YPL096C-A	856008	P62651		ERI1	NP_690846.1	
YDR306C	YDR306C_mRNA	YDR306C	851900	Q06640			NP_010592.1	
YML047W-A	YML047W-A_mRNA	YML047W-A		A0A023PZG9				
YDR292C	YDR292C_mRNA	YDR292C	851886	P32916		SRP101	NP_010578.3	
YNL125C	YNL125C_mRNA	YNL125C	855598	P53918		ESBP6	NP_014274.1	
YDL009C	YDL009C_mRNA	YDL009C	851553	Q12210			NP_001257671.1	
YDR290W	YDR290W_mRNA	YDR290W		P87280				
YBR070C	YBR070C_mRNA	YBR070C	852362	P38242		ALG14	NP_009626.1	
YOR066W	YOR066W_mRNA	YOR066W	854232	Q08471		MSA1	NP_014709.1	
YER021W	YER021W_mRNA	YER021W	856742	P40016		RPN3	NP_010938.1	
YKL127W	YKL127W_mRNA	YKL127W	853732	P33401		PGM1	NP_012795.1	
YCR087W	YCR087W_mRNA	YCR087W		P25652				
YNL207W	YNL207W_mRNA	YNL207W	855514	P40160		RIO2	NP_014192.1	
YNR011C	YNR011C_mRNA	YNR011C	855745	P20095		PRP2	NP_014408.1	
YLR134W	YLR134W_mRNA	YLR134W	850825	P16467		PDC5	NP_013235.1	
YER004W	YER004W_mRNA	YER004W	856721	P40008		FMP52	NP_010919.1	
YLR051C	YLR051C_mRNA	YLR051C	850740	Q12035		FCF2	NP_013152.1	
YDR282C	YDR282C_mRNA	YDR282C	851876	Q05648		MRX10	NP_010568.3	
YKL165C-A	YKL165C-A_mRNA	YKL165C-A		P0C5P5				
YIL162W	YIL162W_mRNA	YIL162W	854644	P00724		SUC2	NP_012104.1	
YDR170C	YDR170C_mRNA	YDR170C	851748	P11075		SEC7	NP_010454.3	
YHR153C	YHR153C_mRNA	YHR153C	856558	P17122		SPO16	NP_012023.1	
YHR082C	YHR082C_mRNA	YHR082C	856482	P38691		KSP1	NP_011950.1	
YPR092W	YPR092W_mRNA	YPR092W		O13586				
YBR198C	YBR198C_mRNA	YBR198C	852497	P38129		TAF5	NP_009757.1	
YML007W	YML007W_mRNA	YML007W	855005	P19880		YAP1	NP_013707.1	
YIL104C	YIL104C_mRNA	YIL104C	854702	P40486		SHQ1	NP_012162.3	
YLR466C-B	YLR466C-B_mRNA	YLR466C-B		Q8TGJ4				
YKR049C	YKR049C_mRNA	YKR049C	853923	P36141		FMP46	NP_012975.3	
YIL077C	YIL077C_mRNA	YIL077C	854733	P40508			NP_012188.3	
YHR069C-A	YHR069C-A_mRNA	YHR069C-A		A0A023PZI4				
YDR174W	YDR174W_mRNA	YDR174W	851754	Q03973		HMO1	NP_010459.1	
YLR215C	YLR215C_mRNA	YLR215C	850912	Q05791		CDC123	NP_013316.1	
YNL241C	YNL241C_mRNA	YNL241C	855480	P11412		ZWF1	NP_014158.1	
YNL112W	YNL112W_mRNA	YNL112W	855611	P24783		DBP2	NP_014287.3	
YDL218W	YDL218W_mRNA	YDL218W	851308	Q07629			NP_010063.1	
YPL086C	YPL086C_mRNA	YPL086C	856019	Q02908		ELP3	NP_015239.1	
YDL062W	YDL062W_mRNA	YDL062W		Q07410				
YOR072W-A	YOR072W-A_mRNA	YOR072W-A		P0C5R2				
YFL038C	YFL038C_mRNA	YFL038C	850505	P01123		YPT1	NP_116615.1	
YDL048C	YDL048C_mRNA	YDL048C	851512	Q07351		STP4	NP_010235.1	
YNL249C	YNL249C_mRNA	YNL249C	855472	P53583		MPA43	NP_014150.1	
YOL096C	YOL096C_mRNA	YOL096C	854057	P27680		COQ3	NP_014545.2	
YKL052C	YKL052C_mRNA	YKL052C	853814	P35734		ASK1	NP_012872.2	
YMR190C	YMR190C_mRNA	YMR190C	855228	P35187		SGS1	NP_013915.1	
YKL053C-A	YKL053C-A_mRNA	YKL053C-A	853812	O60200		MDM35	NP_012870.1	
YBL056W	YBL056W_mRNA	YBL056W	852224	P34221		PTC3	NP_009497.2	
YBL099W	YBL099W_mRNA	YBL099W	852177	P07251		ATP1	NP_009453.2	
YHR020W	YHR020W_mRNA	YHR020W	856413	P38708			NP_011884.1	
YNL270C	YNL270C_mRNA	YNL270C	855451	P38971		ALP1	NP_014129.1	
YBR257W	YBR257W_mRNA	YBR257W	852560	P38336		POP4	NP_009816.1	
YBR126W-A	YBR126W-A_mRNA	YBR126W-A	13393614	Q8TGU7		MEO1	NP_001257669.1	
YBR242W	YBR242W_mRNA	YBR242W	852544	P38331			NP_009801.1	
YNL115C	YNL115C_mRNA	YNL115C	855608	P53925			NP_014284.1	
YDR500C	YDR500C_mRNA	YDR500C	852111	P51402		RPL37B	NP_010788.1	
YPR005C	YPR005C_mRNA	YPR005C	856113	Q01766		HAL1	NP_015330.1	
YCR034W	YCR034W_mRNA	YCR034W	850400	P25358			NP_009963.1	
YGL111W	YGL111W_mRNA	YGL111W	852767	P53136		NSA1	NP_011404.1	
YER087C-A	YER087C-A_mRNA	YER087C-A		A0A023PYE9				
YDR112W	YDR112W_mRNA	YDR112W		A0A023PXB5		IRC2		
YPR046W	YPR046W_mRNA	YPR046W	856159	Q12262		MCM16	NP_015371.1	
YFR015C	YFR015C_mRNA	YFR015C	850569	P23337		GSY1	NP_116670.1	
YEL017W	YEL017W_mRNA	YEL017W	856698	P39996		GTT3	NP_010899.3	
YKL121W	YKL121W_mRNA	YKL121W	853738	P32330		DGR2	NP_012801.1	
YLR206W	YLR206W_mRNA	YLR206W	850903	Q05785		ENT2	NP_013307.1	
YIR032C	YIR032C_mRNA	YIR032C	854850	P32459		DAL3	NP_012298.1	
YOR020C	YOR020C_mRNA	YOR020C	854185	P38910		HSP10	NP_014663.1	
YBL008W	YBL008W_mRNA	YBL008W	852275	P32479		HIR1	NP_009545.2	
YMR225C	YMR225C_mRNA	YMR225C	855265	P19956		MRPL44	NP_013952.1	
YCL052C	YCL052C_mRNA	YCL052C	850305	P25580		PBN1	NP_009878.1	
YNL073W	YNL073W_mRNA	YNL073W	855651	P32048		MSK1	NP_014326.1	
YJR156C	YJR156C_mRNA	YJR156C	853621	P47183		THI11	NP_012690.3	
YMR264W	YMR264W_mRNA	YMR264W	855306	P38428		CUE1	NP_013991.1	
YDR538W	YDR538W_mRNA	YDR538W	852150	P33751		PAD1	NP_010827.3	
YLR201C	YLR201C_mRNA	YLR201C	850898	Q05779		COQ9	NP_013302.1	
YPL269W	YPL269W_mRNA	YPL269W	855859	P32526		KAR9	NP_015054.1	
YGR073C	YGR073C_mRNA	YGR073C		P53247				
YOR133W	YOR133W_mRNA	YOR133W	854301	P32324		EFT1	NP_010673.1	
YOR133W	YOR133W_mRNA	YOR133W	851993	P32324		EFT1	NP_010673.1	
YNL082W	YNL082W_mRNA	YNL082W	855642	P14242		PMS1	NP_014317.4	
YLL018C	YLL018C_mRNA	YLL018C	850643	P04802		DPS1	NP_013083.1	
YLL025W	YLL025W_mRNA	YLL025W	850635	Q12370		PAU17	NP_013075.1	
YHR057C	YHR057C_mRNA	YHR057C	856454	P23285		CPR2	NP_011924.1	
YAL047C	YAL047C_mRNA	YAL047C	851250	P39723		SPC72	NP_009352.2	
YBR181C	YBR181C_mRNA	YBR181C	856015	P0CX37		RPS6B	NP_009740.3	
YBR181C	YBR181C_mRNA	YBR181C	852479	P0CX37		RPS6B	NP_009740.3	
YBR181C	YBR181C_mRNA	YBR181C	856015	P0CX38		RPS6B	NP_009740.3	
YBR181C	YBR181C_mRNA	YBR181C	852479	P0CX38		RPS6B	NP_009740.3	
YIL007C	YIL007C_mRNA	YIL007C	854810	P40555		NAS2	NP_012259.3	
YNL097C-B	YNL097C-B_mRNA	YNL097C-B	1466513	P0C271			NP_878155.1	
YNR034W-A	YNR034W-A_mRNA	YNR034W-A	855770	Q3E841		EGO4	NP_061494.3	
YDL011C	YDL011C_mRNA	YDL011C		Q12023				
YMR037C	YMR037C_mRNA	YMR037C	855053	P33748		MSN2	NP_013751.1	
YDR355C	YDR355C_mRNA	YDR355C		P87285				
YCR004C	YCR004C_mRNA	YCR004C	850360	P25349		YCP4	NP_009930.1	
YLR392C	YLR392C_mRNA	YLR392C	851108	P18634		ART10	NP_013496.3	
YHL024W	YHL024W_mRNA	YHL024W	856361	P38741		RIM4	NP_011839.1	
YPL135C-A	YPL135C-A_mRNA	YPL135C-A		Q8TGK9				
YPR105C	YPR105C_mRNA	YPR105C	856220	Q06096		COG4	NP_015430.1	
YKL050C	YKL050C_mRNA	YKL050C	853816	P35736			NP_012874.1	
YDR301W	YDR301W_mRNA	YDR301W	851895	Q06632		CFT1	NP_010587.1	
YHR128W	YHR128W_mRNA	YHR128W	856529	P18562		FUR1	NP_011996.2	
YDR412W	YDR412W_mRNA	YDR412W	852021	Q04031		RRP17	NP_010700.3	
YDR530C	YDR530C_mRNA	YDR530C	852143	P22108		APA2	NP_010819.1	
YER106W	YER106W_mRNA	YER106W	856843	P40065		MAM1	NP_011032.1	
YNL296W	YNL296W_mRNA	YNL296W		P53828				
YDR227W	YDR227W_mRNA	YDR227W	851813	P11978		SIR4	NP_010513.1	
YNL138W-A	YNL138W-A_mRNA	YNL138W-A	1466511	P0C074		YSF3	NP_878153.1	
YJL063C	YJL063C_mRNA	YJL063C	853382	P22353		MRPL8	NP_012472.1	
YDR041W	YDR041W_mRNA	YDR041W	851611	Q03201		RSM10	NP_010326.1	
YER066C-A	YER066C-A_mRNA	YER066C-A		P87263				
YML024W	YML024W_mRNA	YML024W	854984	P02407		RPS17A	NP_013688.1	
YAL029C	YAL029C_mRNA	YAL029C	851204	P32492		MYO4	NP_009373.1	
YIL021W	YIL021W_mRNA	YIL021W	854791	P16370		RPB3	NP_012243.3	
YLR063W	YLR063W_mRNA	YLR063W	850752	Q12291		BMT6	NP_013164.1	
YPL158C	YPL158C_mRNA	YPL158C	855945	Q99299		AIM44	NP_015167.1	
YIR020C	YIR020C_mRNA	YIR020C	854837	P40575			NP_001257681.1	
YNL196C	YNL196C_mRNA	YNL196C	855525	P40167		SLZ1	NP_014203.1	
YLR124W	YLR124W_mRNA	YLR124W		Q12327				
YML083C	YML083C_mRNA	YML083C	854891	Q04526			NP_013627.1	
YAR031W	YAR031W_mRNA	YAR031W	851282	P39551		PRM9	NP_009418.1	
YDR015C	YDR015C_mRNA	YDR015C		Q12195				
YMR182W-A	YMR182W-A_mRNA	YMR182W-A	1466502	Q8TGS7			NP_878144.1	
YGR155W	YGR155W_mRNA	YGR155W	853059	P32582		CYS4	NP_011671.3	
YLR350W	YLR350W_mRNA	YLR350W	851064	Q06144		ORM2	NP_013454.1	
YLR312C	YLR312C_mRNA	YLR312C	851021	Q06159			NP_013415.1	
YNL109W	YNL109W_mRNA	YNL109W		P53928				
YMR030W	YMR030W_mRNA	YMR030W	855045	Q05043		RSF1	NP_013743.1	
YDL008W	YDL008W_mRNA	YDL008W	851554	Q12157		APC11	NP_010276.3	
YNL101W	YNL101W_mRNA	YNL101W	855622	P50944		AVT4	NP_014298.1	
YGL114W	YGL114W_mRNA	YGL114W	852764	P53134			NP_011401.1	
YJR159W	YJR159W_mRNA	YJR159W	853624	P35497		SOR1	NP_012693.1	
YJR094C	YJR094C_mRNA	YJR094C	853556	P21190		IME1	NP_012627.1	
YGL255W	YGL255W_mRNA	YGL255W	852637	P32804		ZRT1	NP_011259.1	
YCR059C	YCR059C_mRNA	YCR059C	850423	P25637		YIH1	NP_009985.1	
YNR012W	YNR012W_mRNA	YNR012W	855746	P27515		URK1	NP_014409.1	
YDR234W	YDR234W_mRNA	YDR234W	851820	P49367		LYS4	NP_010520.3	
YHR047C	YHR047C_mRNA	YHR047C	856443	P37898		AAP1	NP_011913.1	
YDR511W	YDR511W_mRNA	YDR511W	852123	Q04401		SDH7	NP_010799.3	
YNL114C	YNL114C_mRNA	YNL114C		P53926				
YDR519W	YDR519W_mRNA	YDR519W	852131	P32472		FPR2	NP_010807.3	
YER117W	YER117W_mRNA	YER117W	852191	P0CX42		RPL23B	NP_009466.1	
YER117W	YER117W_mRNA	YER117W	856853	P0CX42		RPL23B	NP_009466.1	
YER117W	YER117W_mRNA	YER117W	852191	P0CX41		RPL23B	NP_009466.1	
YER117W	YER117W_mRNA	YER117W	856853	P0CX41		RPL23B	NP_009466.1	
YOR356W	YOR356W_mRNA	YOR356W	854538	Q08822		CIR2	NP_015001.1	
YLR204W	YLR204W_mRNA	YLR204W	850901	P32344		QRI5	NP_013305.1	
YKL194C	YKL194C_mRNA	YKL194C	853640	P07236		MST1	NP_012727.1	
YNL237W	YNL237W_mRNA	YNL237W	855484	P53584		YTP1	NP_014162.1	
YPL094C	YPL094C_mRNA	YPL094C	856011	P21825		SEC62	NP_015231.2	
YGR066C	YGR066C_mRNA	YGR066C	852957	P53242			NP_011580.3	
YMR187C	YMR187C_mRNA	YMR187C	855225	Q03236			NP_013912.1	
YHL026C	YHL026C_mRNA	YHL026C	856359	P38740			NP_011837.2	
YBR052C	YBR052C_mRNA	YBR052C	852341	P38234		RFS1	NP_009608.1	
YMR238W	YMR238W_mRNA	YMR238W	855278	Q05031		DFG5	NP_013965.1	
YOR208W	YOR208W_mRNA	YOR208W	854383	P29461		PTP2	NP_014851.3	
YLL007C	YLL007C_mRNA	YLL007C	850653	Q07799		LMO1	NP_013094.1	
YLR141W	YLR141W_mRNA	YLR141W	850832	Q02983		RRN5	NP_013242.1	
YPR176C	YPR176C_mRNA	YPR176C	856306	P20133		BET2	NP_015502.1	
YIL038C	YIL038C_mRNA	YIL038C	854773	P06102		NOT3	NP_012226.3	
YDL086C-A	YDL086C-A_mRNA	YDL086C-A		Q8TGP8				
YJL028W	YJL028W_mRNA	YJL028W	853425	P47062			NP_012506.1	
YHR197W	YHR197W_mRNA	YHR197W	856604	P38883		RIX1	NP_012067.4	
YKR037C	YKR037C_mRNA	YKR037C	853909	P36131		SPC34	NP_012963.3	
YML061C	YML061C_mRNA	YML061C	854941	P07271		PIF1	NP_013650.1	
YLL038C	YLL038C_mRNA	YLL038C	850621	Q07872		ENT4	NP_013062.1	
YLR257W	YLR257W_mRNA	YLR257W	850961	Q06146			NP_013358.1	
YMR130W	YMR130W_mRNA	YMR130W	855160	Q04223			NP_013849.1	
YKL059C	YKL059C_mRNA	YKL059C	853806	P35728		MPE1	NP_012864.1	
YGR233C	YGR233C_mRNA	YGR233C	853148	P17442		PHO81	NP_011749.3	
YDR250C	YDR250C_mRNA	YDR250C		Q03788				
YNL084C	YNL084C_mRNA	YNL084C	855640	P39013		END3	NP_014315.1	
YCR096C	YCR096C_mRNA	YCR096C	850458	P0CY13		HMRA2	NP_010020.1	
YHR028C	YHR028C_mRNA	YHR028C	856423	P18962		DAP2	NP_011893.1	
YDR465C	YDR465C_mRNA	YDR465C	852076	Q03305		RMT2	NP_010753.1	
YPL191C	YPL191C_mRNA	YPL191C	855910	Q08930			NP_015133.1	
YPR204C-A	YPR204C-A_mRNA	YPR204C-A	4594642	P0CX95			NP_001073292.1	
YPR204C-A	YPR204C-A_mRNA	YPR204C-A	4594642	P0CX96			NP_001073292.1	
YPR204C-A	YPR204C-A_mRNA	YPR204C-A	4594642	P0CX98			NP_001073292.1	
YPR204C-A	YPR204C-A_mRNA	YPR204C-A	4594642	P0CX94			NP_001073292.1	
YPR204C-A	YPR204C-A_mRNA	YPR204C-A	4594642	P0CX97			NP_001073292.1	
YHR134W	YHR134W_mRNA	YHR134W	856536	P38838		WSS1	NP_012002.1	
YGR092W	YGR092W_mRNA	YGR092W	852984	P22204		DBF2	NP_011606.3	
YKL205W	YKL205W_mRNA	YKL205W	853630	P33418		LOS1	NP_012717.1	
YIR011C	YIR011C_mRNA	YIR011C	854828	P38637		STS1	NP_012276.1	
YNL289W	YNL289W_mRNA	YNL289W	855427	P24867		PCL1	NP_014110.1	
YER145C-A	YER145C-A_mRNA	YER145C-A		A0A023PYF4				
YKL137W	YKL137W_mRNA	YKL137W	853721	P36064		CMC1	NP_012785.2	
YDL001W	YDL001W_mRNA	YDL001W	851563	Q03441		RMD1	NP_010283.3	
YER076W-A	YER076W-A_mRNA	YER076W-A		A0A023PXJ3				
YMR005W	YMR005W_mRNA	YMR005W	855017	P50105		TAF4	NP_013718.1	
YGL041W-A	YGL041W-A_mRNA	YGL041W-A	5814844	P0C5N3			NP_001106172.4	
YBR093C	YBR093C_mRNA	YBR093C	852390	P00635		PHO5	NP_009651.3	
YDR454C	YDR454C_mRNA	YDR454C	852065	P15454		GUK1	NP_010742.1	
YKR015C	YKR015C_mRNA	YKR015C	853885	P36111			NP_012940.3	
YCR028C-A	YCR028C-A_mRNA	YCR028C-A	850395	P32445		RIM1	NP_009958.2	
YHR122W	YHR122W_mRNA	YHR122W	856522	P38829		CIA2	NP_011990.1	
YLR108C	YLR108C_mRNA	YLR108C	850798	Q12259			NP_013209.1	
YJL101C	YJL101C_mRNA	YJL101C	853344	P32477		GSH1	NP_012434.1	
YFR009W-A	YFR009W-A_mRNA	YFR009W-A		P0C5M9				
YLR163W-A	YLR163W-A_mRNA	YLR163W-A		P0C5P6				
YDR013W	YDR013W_mRNA	YDR013W	851576	Q12488		PSF1	NP_010296.3	
YMR054W	YMR054W_mRNA	YMR054W	855076	P37296		STV1	NP_013770.1	
YMR209C	YMR209C_mRNA	YMR209C	855249	Q03648			NP_013936.1	
YGR171C	YGR171C_mRNA	YGR171C	853081	P22438		MSM1	NP_011687.1	
YLR416C	YLR416C_mRNA	YLR416C		Q06695				
YLR375W	YLR375W_mRNA	YLR375W	851089	Q05937		STP3	NP_013479.3	
YDR076W	YDR076W_mRNA	YDR076W	851648	P38953		RAD55	NP_010361.3	
YER187W	YER187W_mRNA	YER187W	856937	P40102			NP_011114.1	
YER046W-A	YER046W-A_mRNA	YER046W-A		A0A023PZF5				
YOR357C	YOR357C_mRNA	YOR357C	854539	Q08826		SNX3	NP_015002.3	
YLR287C-A	YLR287C-A_mRNA	YLR287C-A	850994	P0CX34		RPS30A	NP_014825.3	
YLR287C-A	YLR287C-A_mRNA	YLR287C-A	854354	P0CX34		RPS30A	NP_014825.3	
YLR287C-A	YLR287C-A_mRNA	YLR287C-A	850994	P0CX33		RPS30A	NP_014825.3	
YLR287C-A	YLR287C-A_mRNA	YLR287C-A	854354	P0CX33		RPS30A	NP_014825.3	
YDL095W	YDL095W_mRNA	YDL095W	851462	P33775		PMT1	NP_010188.1	
YOR277C	YOR277C_mRNA	YOR277C		Q08736				
YCL021W-A	YCL021W-A_mRNA	YCL021W-A	850338	Q96VH3			NP_065437.1	
YDL007C-A	YDL007C-A_mRNA	YDL007C-A	3799969	Q2V2Q0			NP_001032574.1	
YPR163C	YPR163C_mRNA	YPR163C	856292	P34167		TIF3	NP_015489.1	
YLR154W-E	YLR154W-E_mRNA	YLR154W-E		Q8TGM5				
YML102W	YML102W_mRNA	YML102W	854869	Q04199		CAC2	NP_013605.1	
YOR276W	YOR276W_mRNA	YOR276W	854450	P12962		CAF20	NP_014919.3	
YLR155C	YLR155C_mRNA	YLR155C	850850	P0CZ17		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850852	P0CZ17		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850855	P0CZ17		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850857	P0CZ17		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850850	P0CX77		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850852	P0CX77		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850855	P0CX77		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850857	P0CX77		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850850	P0CX79		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850852	P0CX79		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850855	P0CX79		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850857	P0CX79		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850850	P0CX78		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850852	P0CX78		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850855	P0CX78		ASP3-1	NP_013258.1	
YLR155C	YLR155C_mRNA	YLR155C	850857	P0CX78		ASP3-1	NP_013258.1	
YOR247W	YOR247W_mRNA	YOR247W	854421	Q08673		SRL1	NP_014890.1	
YNL171C	YNL171C_mRNA	YNL171C		P53887				
YHR067W	YHR067W_mRNA	YHR067W	856464	P38790		HTD2	NP_011934.1	
YGL171W	YGL171W_mRNA	YGL171W	852704	P45818		ROK1	NP_011344.1	
YBR049C	YBR049C_mRNA	YBR049C	852338	P21538		REB1	NP_009605.1	
YGL029W	YGL029W_mRNA	YGL029W	852854	P53188		CGR1	NP_011486.1	
YBR056W	YBR056W_mRNA	YBR056W	852346	P38081			NP_009612.1	
YMR194W	YMR194W_mRNA	YMR194W	855232	P05745		RPL36A	NP_013920.1	
YGR040W	YGR040W_mRNA	YGR040W	852931	P14681		KSS1	NP_011554.3	
YFL060C	YFL060C_mRNA	YFL060C	850484	P43544		SNO3	NP_116595.1	
YNL208W	YNL208W_mRNA	YNL208W	855513	P40159			NP_014191.2	
YDL130W	YDL130W_mRNA	YDL130W	851427	P10622		RPP1B	NP_010153.1	
YFR043C	YFR043C_mRNA	YFR043C	850604	P43615		IRC6	NP_116701.3	
YJL056C	YJL056C_mRNA	YJL056C	853390	P47043		ZAP1	NP_012479.1	
YHL037C	YHL037C_mRNA	YHL037C		P38733				
YNL010W	YNL010W_mRNA	YNL010W	855722	P53981			NP_014388.3	
YLR003C	YLR003C_mRNA	YLR003C	850689	Q07897		CMS1	NP_013103.1	
YDR100W	YDR100W_mRNA	YDR100W	851677	Q03860		TVP15	NP_010385.3	
YGR220C	YGR220C_mRNA	YGR220C	853135	P31334		MRPL9	NP_011736.1	
YLR221C	YLR221C_mRNA	YLR221C	850918	Q05942		RSA3	NP_013322.1	
YNL134C	YNL134C_mRNA	YNL134C	855588	P53912			NP_014265.3	
YGR268C	YGR268C_mRNA	YGR268C	853185	P40325		HUA1	NP_011784.3	
YDR479C	YDR479C_mRNA	YDR479C	852090	Q03370		PEX29	NP_010767.1	
YIL046W	YIL046W_mRNA	YIL046W	854765	P39014		MET30	NP_012218.1	
YLR355C	YLR355C_mRNA	YLR355C	851069	P06168		ILV5	NP_013459.1	
YER168C	YER168C_mRNA	YER168C	856915	P21269		CCA1	NP_011095.1	
YBL030C	YBL030C_mRNA	YBL030C	852250	P18239		PET9	NP_009523.1	
YLR464W	YLR464W_mRNA	YLR464W	851185	P0CX17			NP_013569.1	
YLR464W	YLR464W_mRNA	YLR464W	856632	P0CX17			NP_013569.1	
YLR464W	YLR464W_mRNA	YLR464W	851185	P0CX16			NP_013569.1	
YLR464W	YLR464W_mRNA	YLR464W	856632	P0CX16			NP_013569.1	
YLR446W	YLR446W_mRNA	YLR446W	851167	Q06204			NP_013551.1	
YKL146W	YKL146W_mRNA	YKL146W	853710	P36062		AVT3	NP_012776.1	
YKR003W	YKR003W_mRNA	YKR003W	853872	Q02201		OSH6	NP_012928.1	
YNR053C	YNR053C_mRNA	YNR053C	855789	P53742		NOG2	NP_014451.1	
YKL028W	YKL028W_mRNA	YKL028W	853840	P36100		TFA1	NP_012897.3	
YJR041C	YJR041C_mRNA	YJR041C	853498	P47108		URB2	NP_012575.3	
YGL147C	YGL147C_mRNA	YGL147C	852730	P05738		RPL9A	NP_011368.3	
YPL229W	YPL229W_mRNA	YPL229W	855872	Q99395			NP_015095.1	
YIL157C	YIL157C_mRNA	YIL157C	854649	P40452		COA1	NP_012109.1	
YMR252C	YMR252C_mRNA	YMR252C	855294	Q04814			NP_013979.1	
YGR144W	YGR144W_mRNA	YGR144W	853047	P32318		THI4	NP_011660.1	
YER124C	YER124C_mRNA	YER124C	856861	P40077		DSE1	NP_011050.3	
YGR178C	YGR178C_mRNA	YGR178C	853089	P53297		PBP1	NP_011694.3	
YDL117W	YDL117W_mRNA	YDL117W	851440	Q07533		CYK3	NP_010166.1	
YDR140W	YDR140W_mRNA	YDR140W	851718	Q03920		MTQ2	NP_010424.3	
YDR381W	YDR381W_mRNA	YDR381W	851988	Q12159		YRA1	NP_010669.1	
YPR160W	YPR160W_mRNA	YPR160W	856289	P06738		GPH1	NP_015486.1	
YIL171W-A	YIL171W-A_mRNA	YIL171W-A		A0A023PXN9				
YIL171W-A	YIL171W-A_mRNA	YIL171W-A		P40891				
YMR164C	YMR164C_mRNA	YMR164C	855200	Q03825		MSS11	NP_013887.1	
YGR113W	YGR113W_mRNA	YGR113W	853010	P53267		DAM1	NP_011628.4	
YGL203C	YGL203C_mRNA	YGL203C	852670	P09620		KEX1	NP_011312.1	
YOL047C	YOL047C_mRNA	YOL047C	854110	Q08218		LDS2	NP_014595.2	
YOR221C	YOR221C_mRNA	YOR221C	854396	Q12283		MCT1	NP_014864.4	
YKR010C	YKR010C_mRNA	YKR010C	853880	Q02208		TOF2	NP_012935.3	
YGL048C	YGL048C_mRNA	YGL048C	852834	Q01939		RPT6	NP_011467.1	
YIL121W	YIL121W_mRNA	YIL121W	854685	P40474		QDR2	NP_012145.1	
YMR074C	YMR074C_mRNA	YMR074C	855096	Q04773		SDD2	NP_013790.1	
YLR237W	YLR237W_mRNA	YLR237W	850938	Q05998		THI7	NP_013338.1	
YDR327W	YDR327W_mRNA	YDR327W		P87288				
YDR062W	YDR062W_mRNA	YDR062W	851634	P40970		LCB2	NP_010347.1	
YFL049W	YFL049W_mRNA	YFL049W	850495	P43554		SWP82	NP_116605.1	
YML065W	YML065W_mRNA	YML065W	854937	P54784		ORC1	NP_013646.1	
YPL049C	YPL049C_mRNA	YPL049C	856058	Q03063		DIG1	NP_015276.1	
YOR344C	YOR344C_mRNA	YOR344C	854525	P33122		TYE7	NP_014989.3	
YFR052C-A	YFR052C-A_mRNA	YFR052C-A		A0A023PZH4				
YIR038C	YIR038C_mRNA	YIR038C	854856	P40582		GTT1	NP_012304.1	
YOR269W	YOR269W_mRNA	YOR269W	854443	P39946		PAC1	NP_014912.1	
YJL080C	YJL080C_mRNA	YJL080C	853365	P06105		SCP160	NP_012455.1	
YHR013C	YHR013C_mRNA	YHR013C	856404	P07347		ARD1	NP_011877.1	
YAL027W	YAL027W_mRNA	YAL027W	851206	P39735		SAW1	NP_009375.1	
YGR207C	YGR207C_mRNA	YGR207C	853121	P42940		CIR1	NP_011723.1	
YPL066W	YPL066W_mRNA	YPL066W	856039	Q12194		RGL1	NP_015259.1	
YOR152C	YOR152C_mRNA	YOR152C	854323	Q99325		ATG40	NP_014795.1	
YDR143C	YDR143C_mRNA	YDR143C	851721	P22470		SAN1	NP_010427.3	
YPL183W-A	YPL183W-A_mRNA	YPL183W-A	855918	O14464		RTC6	NP_015141.1	
YNL231C	YNL231C_mRNA	YNL231C	855490	P53860		PDR16	NP_014168.1	
