Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
ENSRNOG00000002292	ENSRNOT00000047840	ENSRNOP00000046491	79256	Q9JJ54		Hnrnpd	NP_001076010	
ENSRNOG00000016800	ENSRNOT00000113631	ENSRNOP00000076846	361295			Ss18		
ENSRNOG00000028248	ENSRNOT00000108256	ENSRNOP00000091461	498065			Lca5l		
ENSRNOG00000000596	ENSRNOT00000000733	ENSRNOP00000000733	25150	Q62844		Fyn	NP_036887	
ENSRNOG00000065713	ENSRNOT00000105914	ENSRNOP00000085358	100910788		Q5BJB3	Chchd2		
ENSRNOG00000023768	ENSRNOT00000107266	ENSRNOP00000090540	303552			Rundc1		
ENSRNOG00000017231	ENSRNOT00000096318	ENSRNOP00000077805	290834			Adam9	NP_001014772	
ENSRNOG00000016417	ENSRNOT00000104372	ENSRNOP00000080192						
ENSRNOG00000023768	ENSRNOT00000031208	ENSRNOP00000031132	303552		F1LVT5	Rundc1		
ENSRNOG00000002292	ENSRNOT00000003173	ENSRNOP00000003173	79256	Q9JJ54		Hnrnpd	NP_001076010	
ENSRNOG00000018414	ENSRNOT00000079360	ENSRNOP00000075739	307403		A0A0G2KBC4	Csf1r	NP_001025072	
ENSRNOG00000028248	ENSRNOT00000109801	ENSRNOP00000085947	498065			Lca5l		
ENSRNOG00000018586	ENSRNOT00000057330	ENSRNOP00000054145	363252	Q3MHU5		Retreg2		
ENSRNOG00000016417	ENSRNOT00000021981	ENSRNOP00000021981			F1M4E4			
ENSRNOG00000000596	ENSRNOT00000085987	ENSRNOP00000072210	25150		A0A0G2K2E3	Fyn	NP_036887	
ENSRNOG00000023566	ENSRNOT00000101179	ENSRNOP00000079290	501126			Vwa3b		
ENSRNOG00000047194	ENSRNOT00000076063	ENSRNOP00000068236	304037		M0RDU9	Arl13b	NP_001100571	
ENSRNOG00000016800	ENSRNOT00000100800	ENSRNOP00000097716	361295			Ss18		
ENSRNOG00000002292	ENSRNOT00000003158	ENSRNOP00000003158	79256	Q9JJ54		Hnrnpd	NP_001076010	
ENSRNOG00000017231	ENSRNOT00000041330	ENSRNOP00000044741	290834		E9PTA4	Adam9	NP_001014772	
ENSRNOG00000008296	ENSRNOT00000011010	ENSRNOP00000011010	691093		D4A463	Tpgs1	NP_001103091	
ENSRNOG00000017672	ENSRNOT00000102344	ENSRNOP00000089621	191574			Akr1c14	NP_612556	
ENSRNOG00000028441	ENSRNOT00000119186	ENSRNOP00000093243	294343			Zfp280b	NP_001099854	
ENSRNOG00000047194	ENSRNOT00000074108	ENSRNOP00000067810	304037		M0RDU9	Arl13b	NP_001100571	
ENSRNOG00000017506	ENSRNOT00000023651	ENSRNOP00000023651	116561	P08082		Cltb		
ENSRNOG00000013386	ENSRNOT00000018005	ENSRNOP00000018005	29425		G3V7Q6	Psmb5	NP_001099197	
ENSRNOG00000031406	ENSRNOT00000050440	ENSRNOP00000050238	310288		D3ZGG8	Hps3		
ENSRNOG00000028441	ENSRNOT00000081733	ENSRNOP00000073790	294343		D3ZNU4	Zfp280b	NP_001099854	
ENSRNOG00000019895	ENSRNOT00000104192	ENSRNOP00000091841	25490		A0A0G2K4G3	Nedd8	NP_620233	
ENSRNOG00000001094	ENSRNOT00000052327	ENSRNOP00000045973	304293		D4A8C4	Zfp316	NP_001100591	
ENSRNOG00000000596	ENSRNOT00000076859	ENSRNOP00000068458	25150		A0A096MKC1	Fyn	NP_036887	
ENSRNOG00000023566	ENSRNOT00000088239	ENSRNOP00000078235	501126			Vwa3b		
ENSRNOG00000047194	ENSRNOT00000099706	ENSRNOP00000084231	304037			Arl13b	NP_001100571	
ENSRNOG00000017231	ENSRNOT00000120151	ENSRNOP00000089910	290834			Adam9	NP_001014772	
ENSRNOG00000028441	ENSRNOT00000033298	ENSRNOP00000034023	294343		D3ZNU4	Zfp280b	NP_001099854	
ENSRNOG00000019943	ENSRNOT00000027117	ENSRNOP00000027117	307811		D3ZMM8	Slc7a6		
ENSRNOG00000028248	ENSRNOT00000033486	ENSRNOP00000038113	498065		A0A140UHY0	Lca5l		
ENSRNOG00000017672	ENSRNOT00000023835	ENSRNOP00000023835	191574	P23457		Akr1c14	NP_612556	
ENSRNOG00000018954	ENSRNOT00000025686	ENSRNOP00000025686	498944		D3ZU07	Tsnaxip1	NP_001102600	
ENSRNOG00000069393	ENSRNOT00000101045	ENSRNOP00000086258						
ENSRNOG00000062745	ENSRNOT00000080345	ENSRNOP00000070042			A0A0G2JWW5			
ENSRNOG00000001108	ENSRNOT00000118063	ENSRNOP00000088209	288416			N4bp2l2	NP_001005533	
ENSRNOG00000019895	ENSRNOT00000064916	ENSRNOP00000061284	25490	Q71UE8		Nedd8	NP_620233	
ENSRNOG00000017506	ENSRNOT00000115689	ENSRNOP00000085439	116561			Cltb		
ENSRNOG00000002039	ENSRNOT00000117301	ENSRNOP00000078953	100360066			Evi5	NP_001258339	
ENSRNOG00000031406	ENSRNOT00000102644	ENSRNOP00000081948	310288			Hps3		
ENSRNOG00000023566	ENSRNOT00000107180	ENSRNOP00000089052	501126			Vwa3b		
ENSRNOG00000013805	ENSRNOT00000018477	ENSRNOP00000018477	305451		G3V7R6	Tnip2		
ENSRNOG00000018414	ENSRNOT00000088988	ENSRNOP00000072826	307403		A0A0G2K3Y5	Csf1r	NP_001025072	
ENSRNOG00000019943	ENSRNOT00000094705	ENSRNOP00000078355	307811			Slc7a6		
ENSRNOG00000067356	ENSRNOT00000096636	ENSRNOP00000096850	100361947			Zfp42		
ENSRNOG00000000596	ENSRNOT00000075922	ENSRNOP00000068462	25150		A0A096MKC5	Fyn	NP_036887	
ENSRNOG00000001335	ENSRNOT00000099099	ENSRNOP00000081334	498160			Zkscan1	NP_001020931	
ENSRNOG00000018954	ENSRNOT00000116830	ENSRNOP00000089205	498944			Tsnaxip1	NP_001102600	
ENSRNOG00000013805	ENSRNOT00000108907	ENSRNOP00000084407	305451			Tnip2		
ENSRNOG00000001108	ENSRNOT00000111844	ENSRNOP00000081414	288416			N4bp2l2	NP_001005533	
ENSRNOG00000063667	ENSRNOT00000077042	ENSRNOP00000079809						
ENSRNOG00000067356	ENSRNOT00000102223	ENSRNOP00000093057	100361947			Zfp42		
ENSRNOG00000010558	ENSRNOT00000106999	ENSRNOP00000085863	282819			Ppif		
ENSRNOG00000002039	ENSRNOT00000118584	ENSRNOP00000097247	100360066			Evi5	NP_001258339	
ENSRNOG00000067356	ENSRNOT00000099839	ENSRNOP00000096008	100361947			Zfp42		
ENSRNOG00000023566	ENSRNOT00000023617	ENSRNOP00000088328	501126			Vwa3b		
ENSRNOG00000020674	ENSRNOT00000028060	ENSRNOP00000028060	64306	P61354		Rpl27	NP_071959	
ENSRNOG00000070368	ENSRNOT00000102767	ENSRNOP00000097435	685180			Stx19	NP_001102930	
ENSRNOG00000000918	ENSRNOT00000001220	ENSRNOP00000001220	288622		D3ZTR5	Zbed5	NP_001099394	
ENSRNOG00000030258	ENSRNOT00000046005	ENSRNOP00000050171	494224		Q5R1M6	Fdcsp	NP_001009505	
ENSRNOG00000021365	ENSRNOT00000038953	ENSRNOP00000030496	361822		D4A815	Ybey	NP_001101999	
ENSRNOG00000010558	ENSRNOT00000014382	ENSRNOP00000014382	282819	P29117		Ppif		
ENSRNOG00000066692	ENSRNOT00000114329	ENSRNOP00000087756						
ENSRNOG00000031421	ENSRNOT00000099676	ENSRNOP00000092892	317163			Eif1a		
ENSRNOG00000001108	ENSRNOT00000116179	ENSRNOP00000078717	288416			N4bp2l2	NP_001005533	
ENSRNOG00000013503	ENSRNOT00000036150	ENSRNOP00000037678	498515		D3ZTI3	Cdh24		
ENSRNOG00000018954	ENSRNOT00000095792	ENSRNOP00000085050	498944			Tsnaxip1	NP_001102600	
ENSRNOG00000023566	ENSRNOT00000090492	ENSRNOP00000076369	501126			Vwa3b		
ENSRNOG00000031421	ENSRNOT00000099432	ENSRNOP00000094920	317163			Eif1a		
ENSRNOG00000003585	ENSRNOT00000113935	ENSRNOP00000089213	302538			Sytl5	NP_848016	
ENSRNOG00000001335	ENSRNOT00000045379	ENSRNOP00000051042	498160	Q4KLI1		Zkscan1	NP_001020931	
ENSRNOG00000022286	ENSRNOT00000076843	ENSRNOP00000097931	680068			AABR07039316.1		
ENSRNOG00000046280	ENSRNOT00000073529	ENSRNOP00000067698	680282		M0RDJ7	Tceal5	NP_001316085	
ENSRNOG00000048622	ENSRNOT00000118794	ENSRNOP00000081907	683381			Sin3b	NP_001108510	
ENSRNOG00000002039	ENSRNOT00000061630	ENSRNOP00000058347	100360066		D3ZJN9	Evi5	NP_001258339	
ENSRNOG00000002951	ENSRNOT00000003954	ENSRNOP00000003954	317389		F1LVT0	Ccnb3		
ENSRNOG00000049629	ENSRNOT00000073564	ENSRNOP00000065717	682105		M0R8C1	Reep2		
ENSRNOG00000049629	ENSRNOT00000073564	ENSRNOP00000065717	682105		Q0VGJ9	Reep2		
ENSRNOG00000018414	ENSRNOT00000112990	ENSRNOP00000086224	307403			Csf1r	NP_001025072	
ENSRNOG00000029841	ENSRNOT00000044628	ENSRNOP00000047360	360835		Q5NUI3	Cdh19	NP_001009448	
ENSRNOG00000025151	ENSRNOT00000031367	ENSRNOP00000036628	685277		D3ZGJ1	Ildr2		
ENSRNOG00000068835	ENSRNOT00000111813	ENSRNOP00000084622	102552000					
ENSRNOG00000022286	ENSRNOT00000029245	ENSRNOP00000097239	680068			AABR07039316.1		
ENSRNOG00000001108	ENSRNOT00000001468	ENSRNOP00000001468	288416	Q66H65		N4bp2l2	NP_001005533	
ENSRNOG00000016648	ENSRNOT00000022702	ENSRNOP00000022703	60671		A0A140TAC7	Gulo	NP_071556	
ENSRNOG00000030199	ENSRNOT00000104426	ENSRNOP00000084423	361137	Q5U1Y0		Tmem192		
ENSRNOG00000030021	ENSRNOT00000045867	ENSRNOP00000048296		Q68FP3				
ENSRNOG00000049629	ENSRNOT00000078969	ENSRNOP00000071891	682105		A0A0G2K1L5	Reep2		
ENSRNOG00000031421	ENSRNOT00000087984	ENSRNOP00000069410	317163		A0A0G2JVA7	Eif1a		
ENSRNOG00000020049	ENSRNOT00000027200	ENSRNOP00000027200	246187		G3V8N8	Slc7a6os	NP_647544	
ENSRNOG00000008203	ENSRNOT00000100360	ENSRNOP00000076574	66030			Synpr	NP_076464	
ENSRNOG00000046280	ENSRNOT00000108015	ENSRNOP00000097191	680282			Tceal5	NP_001316085	
ENSRNOG00000002951	ENSRNOT00000094271	ENSRNOP00000093786	317389			Ccnb3		
ENSRNOG00000032845	ENSRNOT00000064243	ENSRNOP00000060897	691552		A0A0U1RVJ1	Prl3d2		
ENSRNOG00000032845	ENSRNOT00000064243	ENSRNOP00000060897	53950		A0A0U1RVJ1	Prl3d2		
ENSRNOG00000032845	ENSRNOT00000064243	ENSRNOP00000060897	691552		Q1KZH8	Prl3d2		
ENSRNOG00000032845	ENSRNOT00000064243	ENSRNOP00000060897	53950		Q1KZH8	Prl3d2		
ENSRNOG00000045948	ENSRNOT00000108677	ENSRNOP00000095832	306767			Arl10	NP_997048	
ENSRNOG00000067406	ENSRNOT00000040280	ENSRNOP00000040626	501899		D4ADJ1	RGD1561226	NP_001102799	
ENSRNOG00000023566	ENSRNOT00000052054	ENSRNOP00000089646	501126		Q5XIN8	Vwa3b		
ENSRNOG00000022999	ENSRNOT00000010320	ENSRNOP00000010321	363122		D3ZLD7	Ppp2r3a		
ENSRNOG00000008217	ENSRNOT00000010938	ENSRNOP00000010939	54266	O70540		Madcam1		
ENSRNOG00000002039	ENSRNOT00000101170	ENSRNOP00000097949	100360066			Evi5	NP_001258339	
ENSRNOG00000016684	ENSRNOT00000084304	ENSRNOP00000075510	306811		A0A0G2KAS8	Wnk2	NP_001178485	
ENSRNOG00000006958	ENSRNOT00000099113	ENSRNOP00000086388	288486			AC126572.1		
ENSRNOG00000052407	ENSRNOT00000086863	ENSRNOP00000073875	367901		A0A0G2K6M9	Btk		
ENSRNOG00000048622	ENSRNOT00000074814	ENSRNOP00000064384	683381		B0BNJ0	Sin3b	NP_001108510	
ENSRNOG00000042426	ENSRNOT00000019302	ENSRNOP00000019302	266761	A2RRT9		Cyp4v3	NP_001129072	
ENSRNOG00000018475	ENSRNOT00000024993	ENSRNOP00000024993	305468		D4ACF1	Eif4enif1		
ENSRNOG00000008124	ENSRNOT00000081395	ENSRNOP00000071592			A0A0G2K0V1	Ints8		
ENSRNOG00000024435	ENSRNOT00000076101	ENSRNOP00000067894	288611		A0A096MIV6	Galnt17	NP_001020283	
ENSRNOG00000024435	ENSRNOT00000076101	ENSRNOP00000067894	288611		Q5CD99	Galnt17	NP_001020283	
ENSRNOG00000012488	ENSRNOT00000115604	ENSRNOP00000078368	305853			Rab2b	NP_001032734	
ENSRNOG00000068835	ENSRNOT00000118981	ENSRNOP00000089336	102552000					
ENSRNOG00000030199	ENSRNOT00000097782	ENSRNOP00000084072	361137			Tmem192		
ENSRNOG00000065567	ENSRNOT00000108183	ENSRNOP00000095602				Gm17606		
ENSRNOG00000046280	ENSRNOT00000094474	ENSRNOP00000091887	680282			Tceal5	NP_001316085	
ENSRNOG00000059510	ENSRNOT00000084702	ENSRNOP00000070116	60668		A0A0G2JX32	Amph	NP_071553	
ENSRNOG00000031421	ENSRNOT00000041237	ENSRNOP00000046345	317163	Q6VV72		Eif1a		
ENSRNOG00000045948	ENSRNOT00000073186	ENSRNOP00000066910	306767		Q6IMA8	Arl10	NP_997048	
ENSRNOG00000051281	ENSRNOT00000076333	ENSRNOP00000095890	302432					
ENSRNOG00000008203	ENSRNOT00000011307	ENSRNOP00000011307	66030	P22831		Synpr	NP_076464	
ENSRNOG00000039234	ENSRNOT00000001810	ENSRNOP00000001810	304342		Q6AXN8	Zscan21	NP_001012021	
ENSRNOG00000008217	ENSRNOT00000096335	ENSRNOP00000089873	54266			Madcam1		
ENSRNOG00000003585	ENSRNOT00000114439	ENSRNOP00000094316	302538			Sytl5	NP_848016	
ENSRNOG00000006958	ENSRNOT00000038577	ENSRNOP00000038579	288486		D4A296	AC126572.1		
ENSRNOG00000046698	ENSRNOT00000085821	ENSRNOP00000069778	117039		A0A0G2JW80	Gps1	NP_446421	
ENSRNOG00000032845	ENSRNOT00000042298	ENSRNOP00000049253	691552		F1LQB3	Prl3d2		
ENSRNOG00000032845	ENSRNOT00000042298	ENSRNOP00000049253	53950		F1LQB3	Prl3d2		
ENSRNOG00000025151	ENSRNOT00000072897	ENSRNOP00000065769	685277		M0R8H3	Ildr2		
ENSRNOG00000069062	ENSRNOT00000108124	ENSRNOP00000080322						
ENSRNOG00000063444	ENSRNOT00000051054	ENSRNOP00000047988	120096715		D3ZXA7			
ENSRNOG00000040205	ENSRNOT00000106953	ENSRNOP00000083592	361104			Zcchc24	NP_001101864	
ENSRNOG00000030199	ENSRNOT00000115229	ENSRNOP00000091094	361137			Tmem192		
ENSRNOG00000025174	ENSRNOT00000078743	ENSRNOP00000071789	306571	Q5TKR9	A0A0G2K1C6	Kat6a		
ENSRNOG00000012488	ENSRNOT00000060467	ENSRNOP00000057211	305853		Q3B7V5	Rab2b	NP_001032734	
ENSRNOG00000008203	ENSRNOT00000086502	ENSRNOP00000071839	66030		A0A0G2K1H2	Synpr	NP_076464	
ENSRNOG00000068835	ENSRNOT00000118215	ENSRNOP00000076538	102552000					
ENSRNOG00000000582	ENSRNOT00000079308	ENSRNOP00000097953	685325			Ddo	NP_001102935	
ENSRNOG00000012752	ENSRNOT00000097455	ENSRNOP00000085411	245978			Cklf	NP_620811	
ENSRNOG00000068826	ENSRNOT00000106126	ENSRNOP00000090215	81519			Mgat1	NP_110488	
ENSRNOG00000022999	ENSRNOT00000087334	ENSRNOP00000069077	363122		Q5PQN8	Ppp2r3a		
ENSRNOG00000023566	ENSRNOT00000077566	ENSRNOP00000096438	501126			Vwa3b		
ENSRNOG00000020216	ENSRNOT00000084554	ENSRNOP00000070108	192357		A0A0G2JX25	Gmpr2	NP_001013054	
ENSRNOG00000018260	ENSRNOT00000024580	ENSRNOP00000024580	25461		F1LNK8	Hrh2		
ENSRNOG00000018764	ENSRNOT00000025363	ENSRNOP00000025362	290638		D3ZX31	B3gnt3	NP_001099538	
ENSRNOG00000002473	ENSRNOT00000113373	ENSRNOP00000096870	304863			Odr4		
ENSRNOG00000030199	ENSRNOT00000042181	ENSRNOP00000050426	361137		F1LLW0	Tmem192		
ENSRNOG00000025151	ENSRNOT00000064168	ENSRNOP00000063419	685277		F1M2C7	Ildr2		
ENSRNOG00000014797	ENSRNOT00000019848	ENSRNOP00000019848	316516		Q6AYE0	Tmbim1	NP_001007714	
ENSRNOG00000052407	ENSRNOT00000077547	ENSRNOP00000071684	367901		A0A0G2K134	Btk		
ENSRNOG00000002555	ENSRNOT00000003466	ENSRNOP00000003466	117092		G3V6B5	Serpinb7	NP_569088	
ENSRNOG00000038230	ENSRNOT00000039605	ENSRNOP00000034674	317270		G3V932	Mageb18	NP_001037711	
ENSRNOG00000012488	ENSRNOT00000119568	ENSRNOP00000084964	305853			Rab2b	NP_001032734	
ENSRNOG00000018475	ENSRNOT00000096884	ENSRNOP00000089592	305468			Eif4enif1		
ENSRNOG00000057753	ENSRNOT00000088979	ENSRNOP00000075626	300923		A0A0G2KB27	Nup62cl		
ENSRNOG00000002039	ENSRNOT00000105800	ENSRNOP00000083349	100360066			Evi5	NP_001258339	
ENSRNOG00000068909	ENSRNOT00000099698	ENSRNOP00000078853	120093683			Cyp11b1	NP_036669	
ENSRNOG00000068909	ENSRNOT00000099698	ENSRNOP00000078853	500892			Cyp11b1	NP_036669	
ENSRNOG00000030688	ENSRNOT00000043737	ENSRNOP00000046666	301033		Q5U2S4	Lrrc2	NP_001012001	
ENSRNOG00000040205	ENSRNOT00000061883	ENSRNOP00000058600	361104		D3ZQ09	Zcchc24	NP_001101864	
ENSRNOG00000000582	ENSRNOT00000102857	ENSRNOP00000087688	685325			Ddo	NP_001102935	
ENSRNOG00000060936	ENSRNOT00000107762	ENSRNOP00000092097	309295			Ikbkg	NP_954534	
ENSRNOG00000005277	ENSRNOT00000110943	ENSRNOP00000095225	64576			Ptprv	NP_149090	
ENSRNOG00000010319	ENSRNOT00000014502	ENSRNOP00000014502	306071		Q5XI38	Lcp1		
ENSRNOG00000008124	ENSRNOT00000010789	ENSRNOP00000010789			D3ZLQ6	Ints8		
ENSRNOG00000068826	ENSRNOT00000101283	ENSRNOP00000081858	81519			Mgat1	NP_110488	
ENSRNOG00000003585	ENSRNOT00000004785	ENSRNOP00000004785	302538		G3V6F7	Sytl5	NP_848016	
ENSRNOG00000025174	ENSRNOT00000037389	ENSRNOP00000037279	306571		A0A0A0MY12	Kat6a		
ENSRNOG00000059510	ENSRNOT00000017102	ENSRNOP00000017102	60668		F1LPP0	Amph	NP_071553	
ENSRNOG00000027103	ENSRNOT00000043544	ENSRNOP00000043810	307475	Q7TSN5		Gpr151	NP_853664	
ENSRNOG00000051442	ENSRNOT00000099192	ENSRNOP00000096006	100363065			Zfp11		
ENSRNOG00000001072	ENSRNOT00000001418	ENSRNOP00000001418	304208		D3ZU86	Cers4	NP_001100587	
ENSRNOG00000016690	ENSRNOT00000022389	ENSRNOP00000022389	89784		A0A0H2UHN2	Idi1		
ENSRNOG00000022536	ENSRNOT00000031618	ENSRNOP00000038171	363653		F1M8P4	Efcab5		
ENSRNOG00000020216	ENSRNOT00000067150	ENSRNOP00000060006	192357		Q5FVP6	Gmpr2	NP_001013054	
ENSRNOG00000018378	ENSRNOT00000101858	ENSRNOP00000088262	116600			Cacnb2	NP_446303	
ENSRNOG00000049604	ENSRNOT00000097267	ENSRNOP00000077122	81727			Mvk		
ENSRNOG00000022999	ENSRNOT00000087398	ENSRNOP00000073764	363122		D3ZLD7	Ppp2r3a		
ENSRNOG00000018132	ENSRNOT00000024704	ENSRNOP00000024704			F1MAL8	Hmgxb3		
ENSRNOG00000030199	ENSRNOT00000102211	ENSRNOP00000083809	361137			Tmem192		
ENSRNOG00000025151	ENSRNOT00000074954	ENSRNOP00000066529	685277		M0RAH9	Ildr2		
ENSRNOG00000002473	ENSRNOT00000059982	ENSRNOP00000056730	304863		D3ZV64	Odr4		
ENSRNOG00000068826	ENSRNOT00000052360	ENSRNOP00000044560	81519	Q09325		Mgat1	NP_110488	
ENSRNOG00000024527	ENSRNOT00000037311	ENSRNOP00000036790	103693627		F1LV47	Or10ah1-ps1		
ENSRNOG00000063234	ENSRNOT00000093779	ENSRNOP00000095540						
ENSRNOG00000065594	ENSRNOT00000117938	ENSRNOP00000085757						
ENSRNOG00000070106	ENSRNOT00000099977	ENSRNOP00000081953	102552000					
ENSRNOG00000003882	ENSRNOT00000005195	ENSRNOP00000005195	246304		D3ZCA4	Cep350		
ENSRNOG00000014775	ENSRNOT00000103441	ENSRNOP00000090479	307553			Nol4	NP_001100871	
ENSRNOG00000009687	ENSRNOT00000082383	ENSRNOP00000069278	317377		A0A0G2JUY5	Ccdc120	NP_001178658	
ENSRNOG00000012488	ENSRNOT00000106538	ENSRNOP00000079725	305853			Rab2b	NP_001032734	
ENSRNOG00000014797	ENSRNOT00000089952	ENSRNOP00000073792	316516		A0A0G2K6F5	Tmbim1	NP_001007714	
ENSRNOG00000024178	ENSRNOT00000117353	ENSRNOP00000088660	307805			Cenpt	NP_001019428	
ENSRNOG00000020678	ENSRNOT00000101419	ENSRNOP00000092407	287719			Ifi35	NP_001009625	
ENSRNOG00000052952	ENSRNOT00000091759	ENSRNOP00000073476	317165		A0A0G2K5L9	AABR07031963.1	NP_001041357	
ENSRNOG00000052952	ENSRNOT00000091759	ENSRNOP00000073476	317165		Q6QI56	AABR07031963.1	NP_001041357	
ENSRNOG00000064026	ENSRNOT00000104889	ENSRNOP00000077551						
ENSRNOG00000020103	ENSRNOT00000027229	ENSRNOP00000027229	364841		F2Z3R5	Pcdhb1		
ENSRNOG00000040205	ENSRNOT00000117262	ENSRNOP00000089173	361104			Zcchc24	NP_001101864	
ENSRNOG00000016684	ENSRNOT00000117974	ENSRNOP00000096453	306811			Wnk2	NP_001178485	
ENSRNOG00000008400	ENSRNOT00000115525	ENSRNOP00000090583	315713			Pml		
ENSRNOG00000051442	ENSRNOT00000079144	ENSRNOP00000073606	100363065		A0A0G2K5Y5	Zfp11		
ENSRNOG00000000582	ENSRNOT00000000710	ENSRNOP00000000710	685325		D3ZDM7	Ddo	NP_001102935	
ENSRNOG00000012752	ENSRNOT00000017127	ENSRNOP00000017127	245978	Q9JK79		Cklf	NP_620811	
ENSRNOG00000070523	ENSRNOT00000104750	ENSRNOP00000094537	252915		G3V831	Mxd3	NP_665716	
ENSRNOG00000068826	ENSRNOT00000100116	ENSRNOP00000083147	81519			Mgat1	NP_110488	
ENSRNOG00000030285	ENSRNOT00000040065	ENSRNOP00000043263	29210		G3V9D5	Epha3		
ENSRNOG00000009449	ENSRNOT00000012528	ENSRNOP00000012528	498538		G3V769	Trim35		
ENSRNOG00000070646	ENSRNOT00000118009	ENSRNOP00000088263	120096235					
ENSRNOG00000018475	ENSRNOT00000098272	ENSRNOP00000077190	305468			Eif4enif1		
ENSRNOG00000042029	ENSRNOT00000104834	ENSRNOP00000083448	290212			Efs	NP_001099503	
ENSRNOG00000046698	ENSRNOT00000071645	ENSRNOP00000066704	117039		A0A0G2JT06	Gps1	NP_446421	
ENSRNOG00000013832	ENSRNOT00000115786	ENSRNOP00000084188	305452			Fam193a		
ENSRNOG00000070106	ENSRNOT00000103626	ENSRNOP00000078363	102552000					
ENSRNOG00000057716	ENSRNOT00000091943	ENSRNOP00000071863	364605		A0A0G2K1J1	Sgcz	NP_001102345	
ENSRNOG00000027355	ENSRNOT00000118394	ENSRNOP00000087294	688637			Wdr36		
ENSRNOG00000068826	ENSRNOT00000093956	ENSRNOP00000081587	81519			Mgat1	NP_110488	
ENSRNOG00000031719	ENSRNOT00000100769	ENSRNOP00000084835	302447			AABR07038712.1		
ENSRNOG00000052407	ENSRNOT00000109583	ENSRNOP00000093229	367901			Btk		
ENSRNOG00000025151	ENSRNOT00000073696	ENSRNOP00000064015	685277		M0R3U3	Ildr2		
ENSRNOG00000068103	ENSRNOT00000111276	ENSRNOP00000083593						
ENSRNOG00000046931	ENSRNOT00000103889	ENSRNOP00000090100				pramef20l		
ENSRNOG00000016690	ENSRNOT00000093832	ENSRNOP00000078971	89784			Idi1		
ENSRNOG00000007552	ENSRNOT00000093538	ENSRNOP00000076304	302819		A0A1W2Q6M1	Arhgap36		
ENSRNOG00000039476	ENSRNOT00000060497	ENSRNOP00000057239	498843		F1M7D0	Pcdhb2	NP_001102593	
ENSRNOG00000060936	ENSRNOT00000078438	ENSRNOP00000075158	309295	Q6TMG5		Ikbkg	NP_954534	
ENSRNOG00000001360	ENSRNOT00000042006	ENSRNOP00000041918	114522	Q99M76		Stag3	NP_446182	
ENSRNOG00000010319	ENSRNOT00000094863	ENSRNOP00000092952	306071			Lcp1		
ENSRNOG00000068826	ENSRNOT00000113892	ENSRNOP00000079270	81519			Mgat1	NP_110488	
ENSRNOG00000007960	ENSRNOT00000010549	ENSRNOP00000010549	299599	Q5XHX8		Theg	NP_001013120	
ENSRNOG00000012752	ENSRNOT00000106021	ENSRNOP00000085854	245978			Cklf	NP_620811	
ENSRNOG00000049604	ENSRNOT00000073774	ENSRNOP00000064795	81727		M0R5W4	Mvk		
ENSRNOG00000014775	ENSRNOT00000041125	ENSRNOP00000038969	307553		D4A3P4	Nol4	NP_001100871	
ENSRNOG00000018378	ENSRNOT00000118698	ENSRNOP00000093071	116600			Cacnb2	NP_446303	
ENSRNOG00000067956	ENSRNOT00000103300	ENSRNOP00000088381	304731		M0RA52	Tmem185b	NP_001178597	
ENSRNOG00000052129	ENSRNOT00000108903	ENSRNOP00000092186	100364350			Nwd1		
ENSRNOG00000012714	ENSRNOT00000017141	ENSRNOP00000017141	499419		A1A5P8	RGD1564149		
ENSRNOG00000009687	ENSRNOT00000012880	ENSRNOP00000012881	317377		D3ZAB5	Ccdc120	NP_001178658	
ENSRNOG00000002473	ENSRNOT00000097437	ENSRNOP00000087651	304863			Odr4		
ENSRNOG00000020678	ENSRNOT00000028067	ENSRNOP00000028067	287719		Q5M849	Ifi35	NP_001009625	
ENSRNOG00000031719	ENSRNOT00000103914	ENSRNOP00000091980	302447			AABR07038712.1		
ENSRNOG00000009449	ENSRNOT00000113248	ENSRNOP00000096960	498538			Trim35		
ENSRNOG00000010768	ENSRNOT00000014384	ENSRNOP00000014384	361959		Q56R17	Kpna4	NP_001014793	
ENSRNOG00000008400	ENSRNOT00000043434	ENSRNOP00000042091	315713		F1M589	Pml		
ENSRNOG00000059510	ENSRNOT00000080800	ENSRNOP00000073615	60668		A0A0G2K5Z4	Amph	NP_071553	
ENSRNOG00000014797	ENSRNOT00000089985	ENSRNOP00000072508	316516		A0A0G2K356	Tmbim1	NP_001007714	
ENSRNOG00000012271	ENSRNOT00000016563	ENSRNOP00000016563	291841		G3V7M0	Cnot1		
ENSRNOG00000012752	ENSRNOT00000096547	ENSRNOP00000088472	245978			Cklf	NP_620811	
ENSRNOG00000068826	ENSRNOT00000085832	ENSRNOP00000068827	81519	Q09325		Mgat1	NP_110488	
ENSRNOG00000063737	ENSRNOT00000115146	ENSRNOP00000078494						
ENSRNOG00000025151	ENSRNOT00000112105	ENSRNOP00000080698	685277			Ildr2		
ENSRNOG00000024178	ENSRNOT00000036702	ENSRNOP00000029297	307805	Q561R1		Cenpt	NP_001019428	
ENSRNOG00000003313	ENSRNOT00000004443	ENSRNOP00000004443	24397		A0A0G2JSH7	Glra2		
